evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
17 km al NE de Pica,-20.378 ,-69.215,2023-02-17,19:35:06,2023-02-17,22:35:06,107,km,2.6,Ml
119 km al NE de Socaire,-23.122 ,-66.845,2023-02-17,19:15:59,2023-02-17,22:15:59,220,km,3.3,Ml
66 km al SO de OllagÃ¼e,-21.773 ,-68.509,2023-02-17,19:10:43,2023-02-17,22:10:43,141,km,2.6,Ml
204 km al SO de Melinka,-45.055 ,-75.736,2023-02-17,19:04:33,2023-02-17,22:04:33,16,km,3.1,Ml
37 km al S de Pica,-20.819 ,-69.350,2023-02-17,14:53:52,2023-02-17,17:53:52,78,km,2.8,Ml
37 km al SO de OllagÃ¼e,-21.422 ,-68.541,2023-02-17,13:48:21,2023-02-17,16:48:21,128,km,2.8,Ml
8 km al SE de Alto Hospicio,-20.303 ,-70.031,2023-02-17,13:11:29,2023-02-17,16:11:29,47,km,2.5,Ml
47 km al E de Sierra Gorda.,-22.905 ,-68.854,2023-02-17,12:34:54,2023-02-17,15:34:54,107,km,2.7,Ml
70 km al S de Socaire,-24.185 ,-67.667,2023-02-17,08:31:20,2023-02-17,11:31:20,233,km,3.3,Ml
66 km al S de Socaire,-24.157 ,-67.691,2023-02-17,06:24:06,2023-02-17,09:24:06,237,km,2.9,Ml
49 km al NE de Quillagua,-21.465 ,-69.108,2023-02-17,04:54:21,2023-02-17,07:54:21,84,km,3.6,Ml
92 km al SE de Socaire,-24.272 ,-67.371,2023-02-17,04:25:26,2023-02-17,07:25:26,225,km,3.3,Ml
78 km al S de Socaire,-24.248 ,-67.622,2023-02-17,02:43:27,2023-02-17,05:43:27,238,km,3.4,Ml
64 km al SE de Socaire,-24.071 ,-67.551,2023-02-17,02:06:26,2023-02-17,05:06:26,246,km,3.0,Ml
37 km al SO de Mina La Escondida.,-24.446 ,-69.362,2023-02-17,00:03:44,2023-02-17,03:03:44,99,km,3.1,Ml
23 km al SO de Pisagua,-19.753 ,-70.364,2023-02-16,23:55:37,2023-02-17,02:55:37,30,km,2.5,Ml
66 km al NE de Socaire,-23.154 ,-67.445,2023-02-16,23:29:31,2023-02-17,02:29:31,260,km,3.0,Ml
63 km al SE de Socaire,-24.071 ,-67.557,2023-02-16,23:14:16,2023-02-17,02:14:16,235,km,2.9,Ml
