evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
109 km al NO de Pichilemu,-33.866 ,-73.012,2023-02-24,20:42:02,2023-02-24,23:42:02,28,km,2.9,Ml
47 km al NO de Taltal,-25.097 ,-70.806,2023-02-24,20:31:04,2023-02-24,23:31:04,25,km,3.9,Ml
44 km al E de Sierra Gorda.,-22.898 ,-68.886,2023-02-24,20:16:57,2023-02-24,23:16:57,97,km,2.6,Ml
52 km al NE de OllagÃ¼e,-20.848 ,-67.956,2023-02-24,20:08:53,2023-02-24,23:08:53,172,km,3.4,Ml
107 km al NO de Pichilemu,-33.871 ,-72.998,2023-02-24,20:08:27,2023-02-24,23:08:27,30,km,2.5,Ml
108 km al NO de Pichilemu,-33.919 ,-73.036,2023-02-24,20:05:15,2023-02-24,23:05:15,55,km,3.3,Ml
36 km al SE de Sierra Gorda.,-23.039 ,-68.995,2023-02-24,19:27:09,2023-02-24,22:27:09,101,km,2.7,Ml
52 km al S de Socaire,-24.056 ,-67.901,2023-02-24,18:28:28,2023-02-24,21:28:28,288,km,3.7,Ml
71 km al SE de Socaire,-23.952 ,-67.321,2023-02-24,17:25:32,2023-02-24,20:25:32,252,km,3.7,Ml
58 km al O de Los Vilos,-31.779 ,-72.103,2023-02-24,17:25:07,2023-02-24,20:25:07,43,km,2.7,Ml
47 km al SO de San Pedro de Atacama,-23.165 ,-68.578,2023-02-24,17:03:54,2023-02-24,20:03:54,134,km,2.6,Ml
35 km al SO de San Pedro de Atacama,-23.160 ,-68.416,2023-02-24,16:58:37,2023-02-24,19:58:37,106,km,2.6,Ml
65 km al E de Mina Los Pelambres,-31.669 ,-69.927,2023-02-24,15:48:37,2023-02-24,18:48:37,133,km,3.1,Ml
29 km al NO de San Pedro de Atacama,-22.794 ,-68.447,2023-02-24,14:28:00,2023-02-24,17:28:00,160,km,2.7,Ml
122 km al SE de Socaire,-24.520 ,-67.252,2023-02-24,12:59:09,2023-02-24,15:59:09,191,km,4.0,Ml
54 km al S de Socaire,-24.051 ,-67.737,2023-02-24,12:51:26,2023-02-24,15:51:26,266,km,2.6,Ml
36 km al SO de Los Vilos,-32.111 ,-71.811,2023-02-24,11:30:18,2023-02-24,14:30:18,37,km,3.8,Ml
115 km al NO de Pichilemu,-33.845 ,-73.073,2023-02-24,10:22:31,2023-02-24,13:22:31,25,km,2.7,Ml
109 km al O de Navidad,-33.846 ,-73.003,2023-02-24,09:44:20,2023-02-24,12:44:20,30,km,2.5,Ml
75 km al O de Socaire,-23.478 ,-68.615,2023-02-24,08:48:30,2023-02-24,11:48:30,98,km,2.7,Ml
