evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
94 km al SE de Socaire,-24.236 ,-67.294,2023-02-07,20:12:54,2023-02-07,23:12:54,222,km,4.7,Mw
6 km al E de Los Vilos,-31.920 ,-71.452,2023-02-07,18:42:41,2023-02-07,21:42:41,44,km,3.0,Ml
21 km al O de Tocopilla,-22.084 ,-70.403,2023-02-07,18:32:49,2023-02-07,21:32:49,46,km,3.1,Ml
35 km al N de Calama,-22.169 ,-69.016,2023-02-07,15:12:39,2023-02-07,18:12:39,105,km,2.6,Ml
7 km al SE de Tierra Amarilla,-27.511 ,-70.203,2023-02-07,15:06:11,2023-02-07,18:06:11,97,km,3.0,Ml
35 km al NE de Calama,-22.232 ,-68.714,2023-02-07,11:02:08,2023-02-07,14:02:08,116,km,3.1,Ml
30 km al E de Pica,-20.434 ,-69.046,2023-02-07,10:02:30,2023-02-07,13:02:30,98,km,2.7,Ml
44 km al SO de Mina Collahuasi,-21.196 ,-68.811,2023-02-07,09:33:34,2023-02-07,12:33:34,99,km,2.5,Ml
10 km al O de Mina La Escondida.,-24.271 ,-69.160,2023-02-07,07:54:46,2023-02-07,10:54:46,120,km,3.0,Ml
40 km al SO de OllagÃ¼e,-21.524 ,-68.466,2023-02-07,07:22:22,2023-02-07,10:22:22,132,km,3.8,Ml
39 km al O de Mina Collahuasi,-20.735 ,-69.016,2023-02-07,04:10:30,2023-02-07,07:10:30,102,km,2.9,Ml
53 km al O de La Ligua,-32.395 ,-71.789,2023-02-07,03:03:28,2023-02-07,06:03:28,20,km,2.8,Ml
8 km al SE de Cuya,-19.215 ,-70.129,2023-02-07,02:07:06,2023-02-07,05:07:06,51,km,2.6,Ml
74 km al SO de OllagÃ¼e,-21.795 ,-68.613,2023-02-06,23:31:37,2023-02-07,02:31:37,94,km,2.6,Ml
71 km al SO de Tongoy,-30.576 ,-72.134,2023-02-06,21:38:55,2023-02-07,00:38:55,48,km,3.9,Ml
40 km al O de La Higuera,-29.584 ,-71.611,2023-02-06,21:01:23,2023-02-07,00:01:23,39,km,2.6,Ml
