evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
3 km al N de Ovalle,-30.580 ,-71.210,2023-02-03,18:00:44,2023-02-03,21:00:44,20,km,4.2,Ml
43 km al SO de Los Vilos,-32.259 ,-71.715,2023-02-03,16:40:21,2023-02-03,19:40:21,24,km,3.5,Ml
41 km al O de La Ligua,-32.297 ,-71.626,2023-02-03,16:26:38,2023-02-03,19:26:38,40,km,3.3,Ml
61 km al N de CamiÃ±a,-18.784 ,-69.588,2023-02-03,15:02:34,2023-02-03,18:02:34,87,km,2.8,Ml
71 km al O de Iquique,-20.043 ,-70.805,2023-02-03,13:33:16,2023-02-03,16:33:16,30,km,3.1,Ml
70 km al O de Iquique,-20.040 ,-70.799,2023-02-03,13:30:20,2023-02-03,16:30:20,28,km,2.7,Ml
8 km al SO de Alto Hospicio,-20.313 ,-70.157,2023-02-03,13:20:12,2023-02-03,16:20:12,48,km,2.6,Ml
78 km al N de Huasco,-27.777 ,-71.357,2023-02-03,12:45:28,2023-02-03,15:45:28,17,km,2.6,Ml
32 km al O de La Serena,-29.918 ,-71.579,2023-02-03,12:02:11,2023-02-03,15:02:11,32,km,2.8,Ml
31 km al E de Panguipulli,-39.659 ,-71.963,2023-02-03,10:53:40,2023-02-03,13:53:40,114,km,3.5,Ml
18 km al O de Andacollo,-30.290 ,-71.256,2023-02-03,10:24:41,2023-02-03,13:24:41,49,km,3.1,Ml
69 km al S de Pozo Almonte,-20.867 ,-69.906,2023-02-03,07:08:37,2023-02-03,10:08:37,15,km,4.3,Ml
26 km al S de Pica,-20.726 ,-69.363,2023-02-03,06:58:41,2023-02-03,09:58:41,80,km,3.2,Ml
60 km al NE de Cuya,-18.848 ,-69.718,2023-02-03,06:50:51,2023-02-03,09:50:51,91,km,4.6,Mw
79 km al SE de Socaire,-24.214 ,-67.522,2023-02-03,06:49:31,2023-02-03,09:49:31,235,km,3.9,Ml
44 km al SO de OllagÃ¼e,-21.549 ,-68.495,2023-02-03,03:13:47,2023-02-03,06:13:47,130,km,2.9,Ml
17 km al SE de Sierra Gorda.,-23.032 ,-69.242,2023-02-03,02:39:45,2023-02-03,05:39:45,110,km,3.5,Ml
22 km al NE de Calama,-22.317 ,-68.790,2023-02-03,00:01:36,2023-02-03,03:01:36,105,km,2.6,Ml
