evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
9 km al NO de Pica,-20.415 ,-69.364,2023-02-18,20:33:16,2023-02-18,23:33:16,105,km,2.7,Ml
99 km al O de Pisagua,-19.943 ,-71.086,2023-02-18,19:21:37,2023-02-18,22:21:37,31,km,2.9,Ml
100 km al O de Pisagua,-19.925 ,-71.102,2023-02-18,19:13:49,2023-02-18,22:13:49,35,km,4.9,Mw
26 km al O de OllagÃ¼e,-21.202 ,-68.499,2023-02-18,18:52:57,2023-02-18,21:52:57,134,km,2.8,Ml
8 km al E de Navidad,-33.946 ,-71.741,2023-02-18,16:38:26,2023-02-18,19:38:26,34,km,2.5,Ml
23 km al NO de Mina Collahuasi,-20.697 ,-68.826,2023-02-18,16:11:03,2023-02-18,19:11:03,102,km,2.6,Ml
30 km al NE de Calama,-22.300 ,-68.699,2023-02-18,13:29:47,2023-02-18,16:29:47,105,km,2.6,Ml
34 km al NE de Calama,-22.260 ,-68.692,2023-02-18,13:10:41,2023-02-18,16:10:41,115,km,3.8,Ml
72 km al N de Tocopilla,-21.467 ,-70.380,2023-02-18,12:42:15,2023-02-18,15:42:15,14,km,3.4,Ml
76 km al NE de Pica,-19.944 ,-68.886,2023-02-18,10:14:39,2023-02-18,13:14:39,109,km,2.7,Ml
83 km al SE de Socaire,-23.898 ,-67.149,2023-02-18,07:58:30,2023-02-18,10:58:30,248,km,4.1,Ml
61 km al N de Pica,-19.959 ,-69.196,2023-02-18,06:01:37,2023-02-18,09:01:37,102,km,3.1,Ml
65 km al S de Socaire,-24.143 ,-67.699,2023-02-18,04:51:17,2023-02-18,07:51:17,212,km,3.0,Ml
64 km al NE de OllagÃ¼e,-20.946 ,-67.716,2023-02-18,04:44:34,2023-02-18,07:44:34,196,km,3.4,Ml
22 km al SE de Tongoy,-30.436 ,-71.405,2023-02-18,03:58:20,2023-02-18,06:58:20,53,km,2.5,Ml
37 km al E de CombarbalÃ¡,-31.147 ,-70.613,2023-02-18,01:51:54,2023-02-18,04:51:54,109,km,4.2,Mw
70 km al SE de Socaire,-24.136 ,-67.542,2023-02-18,00:04:01,2023-02-18,03:04:01,240,km,2.9,Ml
62 km al E de OllagÃ¼e,-21.158 ,-67.664,2023-02-17,23:50:33,2023-02-18,02:50:33,193,km,2.8,Ml
19 km al SE de San Fernando,-34.670 ,-70.811,2023-02-17,23:37:01,2023-02-18,02:37:01,108,km,3.1,Ml
40 km al E de Mina Los Pelambres,-31.902 ,-70.172,2023-02-17,21:39:16,2023-02-18,00:39:16,133,km,2.5,Ml
69 km al S de Socaire,-24.192 ,-67.745,2023-02-17,21:05:23,2023-02-18,00:05:23,233,km,3.3,Ml
