evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
94 km al NE de Mina Collahuasi,-20.077 ,-68.248,2023-02-15,19:12:22,2023-02-15,22:12:22,187,km,4.9,Mw
24 km al O de La Serena,-29.944 ,-71.492,2023-02-15,17:20:36,2023-02-15,20:20:36,46,km,3.0,Ml
36 km al NE de Calama,-22.269 ,-68.661,2023-02-15,17:16:44,2023-02-15,20:16:44,126,km,4.2,Ml
22 km al NO de Visviri,-17.462 ,-69.632,2023-02-15,16:36:47,2023-02-15,19:36:47,148,km,3.3,Ml
53 km al O de OllagÃ¼e,-21.372 ,-68.736,2023-02-15,15:44:38,2023-02-15,18:44:38,123,km,3.6,Ml
62 km al O de Los Vilos,-31.826 ,-72.158,2023-02-15,15:09:11,2023-02-15,18:09:11,30,km,2.9,Ml
50 km al SO de Mina Collahuasi,-21.238 ,-68.853,2023-02-15,14:15:06,2023-02-15,17:15:06,115,km,3.5,Ml
76 km al NE de Calama,-21.875 ,-68.562,2023-02-15,13:11:05,2023-02-15,16:11:05,123,km,2.9,Ml
113 km al E de Socaire,-23.952 ,-66.856,2023-02-15,10:10:27,2023-02-15,13:10:27,220,km,2.7,Ml
30 km al NO de Socaire,-23.394 ,-68.097,2023-02-15,09:43:30,2023-02-15,12:43:30,174,km,2.8,Ml
8 km al SO de CamiÃ±a,-19.350 ,-69.490,2023-02-15,08:56:24,2023-02-15,11:56:24,86,km,2.6,Ml
25 km al S de Calama,-22.688 ,-68.880,2023-02-15,08:03:14,2023-02-15,11:03:14,98,km,2.8,Ml
76 km al S de Socaire,-24.247 ,-67.676,2023-02-15,06:53:48,2023-02-15,09:53:48,235,km,2.8,Ml
31 km al NO de Taltal,-25.272 ,-70.751,2023-02-15,05:32:41,2023-02-15,08:32:41,23,km,3.1,Ml
24 km al NE de Pica,-20.328 ,-69.183,2023-02-15,05:30:13,2023-02-15,08:30:13,102,km,3.7,Ml
66 km al SE de Socaire,-24.116 ,-67.593,2023-02-15,04:33:17,2023-02-15,07:33:17,248,km,3.4,Ml
40 km al SO de Mina Collahuasi,-21.118 ,-68.880,2023-02-15,03:11:49,2023-02-15,06:11:49,112,km,3.5,Ml
56 km al NE de Mina La Escondida.,-23.911 ,-68.663,2023-02-15,01:41:17,2023-02-15,04:41:17,104,km,2.7,Ml
65 km al S de Socaire,-24.151 ,-67.699,2023-02-15,01:26:54,2023-02-15,04:26:54,215,km,2.6,Ml
25 km al E de Los Vilos,-31.952 ,-71.249,2023-02-14,23:49:32,2023-02-15,02:49:32,56,km,2.8,Ml
