evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
38 km al NE de Calama,-22.169 ,-68.759,2023-02-09,20:05:15,2023-02-09,23:05:15,105,km,2.6,Ml
23 km al N de Calama,-22.269 ,-68.893,2023-02-09,15:15:23,2023-02-09,18:15:23,122,km,2.6,Ml
33 km al SO de Los Vilos,-32.075 ,-71.799,2023-02-09,13:38:38,2023-02-09,16:38:38,28,km,4.0,Ml
40 km al O de OllagÃ¼e,-21.238 ,-68.641,2023-02-09,13:36:48,2023-02-09,16:36:48,115,km,3.0,Ml
28 km al SO de Los Vilos,-32.054 ,-71.758,2023-02-09,13:31:57,2023-02-09,16:31:57,40,km,2.6,Ml
79 km al SE de Socaire,-24.207 ,-67.510,2023-02-09,13:25:28,2023-02-09,16:25:28,226,km,4.1,Ml
17 km al E de CuricÃ³,-34.994 ,-71.058,2023-02-09,13:23:35,2023-02-09,16:23:35,91,km,3.0,Ml
47 km al SO de OllagÃ¼e,-21.606 ,-68.450,2023-02-09,12:05:02,2023-02-09,15:05:02,129,km,2.7,Ml
76 km al SO de OllagÃ¼e,-21.806 ,-68.645,2023-02-09,11:45:47,2023-02-09,14:45:47,122,km,3.8,Ml
10 km al SE de Cuya,-19.234 ,-70.132,2023-02-09,11:18:13,2023-02-09,14:18:13,52,km,4.0,Ml
34 km al S de OllagÃ¼e,-21.520 ,-68.324,2023-02-09,11:05:11,2023-02-09,14:05:11,144,km,2.6,Ml
20 km al S de La Higuera,-29.683 ,-71.252,2023-02-09,09:39:17,2023-02-09,12:39:17,73,km,3.2,Ml
58 km al SE de Socaire,-23.979 ,-67.506,2023-02-09,09:36:05,2023-02-09,12:36:05,230,km,3.3,Ml
66 km al NO de Mina La Escondida.,-23.955 ,-69.610,2023-02-09,03:35:55,2023-02-09,06:35:55,65,km,2.6,Ml
48 km al SE de San JosÃ© de Maipo,-34.022 ,-70.119,2023-02-09,02:51:13,2023-02-09,05:51:13,9,km,2.7,Ml
71 km al SE de Socaire,-24.084 ,-67.454,2023-02-09,01:23:45,2023-02-09,04:23:45,246,km,3.8,Ml
21 km al S de Punitaqui,-31.015 ,-71.305,2023-02-09,00:51:06,2023-02-09,03:51:06,71,km,2.6,Ml
113 km al SE de Socaire,-24.166 ,-66.980,2023-02-09,00:50:15,2023-02-09,03:50:15,256,km,3.7,Ml
66 km al SE de Socaire,-24.003 ,-67.423,2023-02-08,23:52:23,2023-02-09,02:52:23,256,km,3.0,Ml
64 km al N de Huasco,-27.917 ,-71.030,2023-02-08,23:16:30,2023-02-09,02:16:30,33,km,3.0,Ml
41 km al O de OllagÃ¼e,-21.272 ,-68.648,2023-02-08,23:14:49,2023-02-09,02:14:49,129,km,2.9,Ml
36 km al NO de ValparaÃ­so,-32.769 ,-71.813,2023-02-08,22:37:42,2023-02-09,01:37:42,29,km,2.6,Ml
41 km al NE de Calama,-22.242 ,-68.612,2023-02-08,22:07:10,2023-02-09,01:07:10,118,km,2.9,Ml
16 km al SO de San Pedro de Atacama,-23.053 ,-68.267,2023-02-08,21:12:24,2023-02-09,00:12:24,118,km,2.7,Ml
