evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
14 km al SE de Pozo Almonte,-20.311 ,-69.668,2023-02-04,20:17:16,2023-02-04,23:17:16,68,km,2.5,Ml
9 km al SO de Mina Los Pelambres,-31.882 ,-70.644,2023-02-04,20:12:57,2023-02-04,23:12:57,106,km,2.9,Ml
32 km al SO de Canela Baja,-31.537 ,-71.758,2023-02-04,19:56:55,2023-02-04,22:56:55,24,km,2.5,Ml
23 km al S de Mina La Escondida.,-24.470 ,-69.103,2023-02-04,19:56:21,2023-02-04,22:56:21,101,km,3.0,Ml
31 km al E de Pica,-20.534 ,-69.037,2023-02-04,19:51:31,2023-02-04,22:51:31,89,km,3.5,Ml
19 km al SE de Tongoy,-30.413 ,-71.425,2023-02-04,19:19:30,2023-02-04,22:19:30,49,km,3.2,Ml
16 km al SE de Mina La Escondida.,-24.355 ,-68.935,2023-02-04,14:41:22,2023-02-04,17:41:22,114,km,4.4,Mw
25 km al NE de Casablanca,-33.113 ,-71.296,2023-02-04,14:36:22,2023-02-04,17:36:22,47,km,2.5,Ml
46 km al NE de Calama,-22.110 ,-68.708,2023-02-04,10:25:44,2023-02-04,13:25:44,117,km,3.7,Ml
68 km al SE de Sierra Gorda.,-23.426 ,-68.986,2023-02-04,09:23:52,2023-02-04,12:23:52,100,km,3.1,Ml
160 km al O de La Higuera,-29.428 ,-72.848,2023-02-04,08:52:14,2023-02-04,11:52:14,15,km,4.2,Ml
13 km al NO de La Ligua,-32.352 ,-71.309,2023-02-04,08:20:36,2023-02-04,11:20:36,64,km,2.8,Ml
52 km al S de OllagÃ¼e,-21.679 ,-68.356,2023-02-04,08:04:31,2023-02-04,11:04:31,118,km,3.0,Ml
39 km al O de La Serena,-29.928 ,-71.660,2023-02-04,07:39:53,2023-02-04,10:39:53,36,km,3.9,Ml
43 km al NO de San Pedro de Atacama,-22.586 ,-68.418,2023-02-04,06:29:00,2023-02-04,09:29:00,118,km,3.1,Ml
48 km al S de CamiÃ±a,-19.732 ,-69.313,2023-02-04,04:20:50,2023-02-04,07:20:50,90,km,3.9,Ml
37 km al O de La Serena,-29.924 ,-71.639,2023-02-03,23:51:10,2023-02-04,02:51:10,37,km,3.3,Ml
41 km al NO de Tongoy,-29.926 ,-71.684,2023-02-03,23:46:25,2023-02-04,02:46:25,33,km,4.4,Mw
72 km al SE de Socaire,-24.163 ,-67.565,2023-02-03,22:12:51,2023-02-04,01:12:51,202,km,3.6,Ml
