evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
52 km al SO de Los Vilos,-32.147 ,-71.983,2023-02-02,18:45:21,2023-02-02,21:45:21,25,km,2.8,Ml
27 km al NO de MarÃ­a Elena,-22.219 ,-69.883,2023-02-02,08:52:08,2023-02-02,11:52:08,55,km,3.2,Ml
67 km al S de CamiÃ±a,-19.875 ,-69.199,2023-02-02,08:46:05,2023-02-02,11:46:05,98,km,2.9,Ml
36 km al SO de Los Vilos,-32.090 ,-71.831,2023-02-02,08:23:56,2023-02-02,11:23:56,34,km,3.0,Ml
39 km al SO de Los Vilos,-32.106 ,-71.858,2023-02-02,08:09:29,2023-02-02,11:09:29,21,km,4.5,Ml
40 km al SO de Los Vilos,-32.083 ,-71.881,2023-02-02,08:08:33,2023-02-02,11:08:33,34,km,4.2,Ml
37 km al SO de Los Vilos,-32.103 ,-71.838,2023-02-02,06:40:42,2023-02-02,09:40:42,34,km,2.5,Ml
80 km al E de Socaire,-23.637 ,-67.109,2023-02-02,06:08:24,2023-02-02,09:08:24,227,km,3.8,Ml
36 km al SO de Los Vilos,-32.103 ,-71.815,2023-02-02,05:29:40,2023-02-02,08:29:40,33,km,3.7,Ml
38 km al SO de Los Vilos,-32.079 ,-71.859,2023-02-02,05:27:08,2023-02-02,08:27:08,24,km,2.9,Ml
72 km al NE de Calama,-21.907 ,-68.580,2023-02-02,04:59:59,2023-02-02,07:59:59,128,km,3.2,Ml
67 km al E de Socaire,-23.490 ,-67.244,2023-02-02,04:32:17,2023-02-02,07:32:17,240,km,3.8,Ml
21 km al O de San FabiÃ¡n,-36.589 ,-71.788,2023-02-02,04:23:47,2023-02-02,07:23:47,90,km,2.7,Ml
23 km al NO de La Higuera,-29.368 ,-71.370,2023-02-02,04:19:16,2023-02-02,07:19:16,58,km,3.0,Ml
26 km al S de Mina Collahuasi,-21.059 ,-68.669,2023-02-02,03:52:01,2023-02-02,06:52:01,114,km,3.1,Ml
50 km al SO de Mina Collahuasi,-21.140 ,-69.000,2023-02-02,03:01:16,2023-02-02,06:01:16,96,km,2.5,Ml
12 km al SE de Termas del Flaco,-35.037 ,-70.351,2023-02-02,01:58:15,2023-02-02,04:58:15,156,km,3.1,Ml
27 km al SO de Pisagua,-19.797 ,-70.363,2023-02-02,01:44:15,2023-02-02,04:44:15,13,km,2.9,Ml
39 km al N de Baquedano,-23.000 ,-69.970,2023-02-02,00:38:08,2023-02-02,03:38:08,51,km,3.7,Ml
48 km al NO de Quillagua,-21.337 ,-69.847,2023-02-02,00:29:51,2023-02-02,03:29:51,49,km,3.0,Ml
