evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
27 km al NO de Mina Collahuasi,-20.713 ,-68.885,2023-02-08,20:04:49,2023-02-08,23:04:49,110,km,4.0,Ml
53 km al SE de Socaire,-23.905 ,-67.496,2023-02-08,18:56:17,2023-02-08,21:56:17,236,km,2.8,Ml
14 km al O de QuellÃ³n,-43.145 ,-73.795,2023-02-08,17:34:46,2023-02-08,20:34:46,43,km,2.7,Ml
32 km al NE de Mina La Escondida.,-24.032 ,-68.882,2023-02-08,15:36:45,2023-02-08,18:36:45,101,km,2.7,Ml
41 km al O de ValparaÃ­so,-33.069 ,-72.058,2023-02-08,15:22:00,2023-02-08,18:22:00,25,km,2.8,Ml
36 km al S de Tierra Amarilla,-27.801 ,-70.201,2023-02-08,15:08:40,2023-02-08,18:08:40,97,km,2.9,Ml
140 km al SE de Tierra Amarilla,-28.143 ,-69.058,2023-02-08,15:01:07,2023-02-08,18:01:07,94,km,3.1,Ml
21 km al SO de Ancud,-42.045 ,-73.919,2023-02-08,12:29:29,2023-02-08,15:29:29,45,km,2.8,Ml
48 km al S de Socaire,-24.010 ,-68.011,2023-02-08,11:39:18,2023-02-08,14:39:18,184,km,2.7,Ml
48 km al N de Termas del Flaco,-34.533 ,-70.371,2023-02-08,11:38:15,2023-02-08,14:38:15,131,km,2.9,Ml
43 km al SO de Putre,-18.526 ,-69.768,2023-02-08,10:07:49,2023-02-08,13:07:49,86,km,3.2,Ml
28 km al NO de Mina Collahuasi,-20.694 ,-68.891,2023-02-08,08:48:29,2023-02-08,11:48:29,105,km,2.5,Ml
40 km al S de Tierra Amarilla,-27.844 ,-70.260,2023-02-08,07:10:34,2023-02-08,10:10:34,94,km,2.5,Ml
71 km al SE de Socaire,-24.105 ,-67.476,2023-02-08,06:39:20,2023-02-08,09:39:20,244,km,2.8,Ml
47 km al SO de OllagÃ¼e,-21.596 ,-68.465,2023-02-08,05:34:24,2023-02-08,08:34:24,119,km,3.0,Ml
57 km al O de San Pedro de Atacama,-23.056 ,-68.737,2023-02-08,05:07:02,2023-02-08,08:07:02,105,km,3.0,Ml
55 km al S de Putre,-18.679 ,-69.469,2023-02-08,01:19:16,2023-02-08,04:19:16,107,km,3.3,Ml
10 km al N de CamiÃ±a,-19.225 ,-69.427,2023-02-08,01:14:31,2023-02-08,04:14:31,100,km,3.6,Ml
43 km al SO de Huasco,-28.805 ,-71.432,2023-02-08,01:11:04,2023-02-08,04:11:04,30,km,2.6,Ml
59 km al SE de Socaire,-23.823 ,-67.373,2023-02-08,01:09:28,2023-02-08,04:09:28,248,km,3.6,Ml
76 km al E de Quillagua,-21.751 ,-68.801,2023-02-08,00:23:47,2023-02-08,03:23:47,126,km,3.0,Ml
9 km al E de Tocopilla,-22.063 ,-70.122,2023-02-07,23:58:39,2023-02-08,02:58:39,68,km,2.5,Ml
53 km al NE de Los Andes.,-32.393 ,-70.395,2023-02-07,23:54:47,2023-02-08,02:54:47,116,km,2.9,Ml
52 km al N de Calama,-22.008 ,-68.825,2023-02-07,22:47:49,2023-02-08,01:47:49,108,km,2.5,Ml
21 km al SO de Calama,-22.585 ,-69.096,2023-02-07,21:16:50,2023-02-08,00:16:50,99,km,2.7,Ml
