evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
79 km al SO de Mina La Escondida.,-24.809 ,-69.568,2023-02-13,19:55:04,2023-02-13,22:55:04,79,km,4.3,Ml
9 km al O de Ovalle,-30.635 ,-71.287,2023-02-13,16:50:58,2023-02-13,19:50:58,57,km,3.2,Ml
20 km al E de Cuya,-19.225 ,-69.997,2023-02-13,15:56:40,2023-02-13,18:56:40,70,km,3.0,Ml
82 km al SE de Sierra Gorda.,-23.448 ,-68.774,2023-02-13,15:53:57,2023-02-13,18:53:57,124,km,3.2,Ml
50 km al SE de Baquedano,-23.735 ,-69.630,2023-02-13,14:12:38,2023-02-13,17:12:38,77,km,3.0,Ml
71 km al S de Sierra Gorda.,-23.522 ,-69.161,2023-02-13,12:43:38,2023-02-13,15:43:38,93,km,3.0,Ml
144 km al NO de ConstituciÃ³n,-34.568 ,-73.685,2023-02-13,10:36:18,2023-02-13,13:36:18,28,km,2.7,Ml
9 km al S de Lebu,-37.686 ,-73.640,2023-02-13,07:43:11,2023-02-13,10:43:11,50,km,2.8,Ml
37 km al N de Calama,-22.156 ,-68.823,2023-02-13,07:34:22,2023-02-13,10:34:22,94,km,2.7,Ml
50 km al NO de Caldera,-26.735 ,-71.167,2023-02-13,04:26:37,2023-02-13,07:26:37,15,km,3.7,Ml
72 km al O de La Higuera,-29.473 ,-71.939,2023-02-13,04:04:26,2023-02-13,07:04:26,32,km,2.8,Ml
41 km al N de Calama,-22.127 ,-68.795,2023-02-13,03:57:07,2023-02-13,06:57:07,116,km,3.3,Ml
35 km al SO de OllagÃ¼e,-21.459 ,-68.483,2023-02-13,03:05:27,2023-02-13,06:05:27,127,km,2.6,Ml
67 km al NO de Quillagua,-21.323 ,-70.074,2023-02-13,02:25:04,2023-02-13,05:25:04,37,km,2.7,Ml
8 km al SO de La Higuera,-29.574 ,-71.251,2023-02-13,01:14:44,2023-02-13,04:14:44,53,km,2.9,Ml
4 km al SO de Ovalle,-30.635 ,-71.221,2023-02-13,00:57:26,2023-02-13,03:57:26,41,km,2.5,Ml
72 km al NE de Calama,-21.943 ,-68.517,2023-02-13,00:28:55,2023-02-13,03:28:55,122,km,2.5,Ml
18 km al NE de Calama,-22.363 ,-68.798,2023-02-13,00:07:59,2023-02-13,03:07:59,115,km,3.5,Ml
26 km al O de Canela Baja,-31.487 ,-71.711,2023-02-12,23:40:28,2023-02-13,02:40:28,44,km,3.1,Ml
30 km al NE de Pisagua,-19.395 ,-70.022,2023-02-12,23:21:41,2023-02-13,02:21:41,52,km,2.5,Ml
33 km al SO de Caldera,-27.326 ,-70.977,2023-02-12,21:34:56,2023-02-13,00:34:56,35,km,3.0,Ml
29 km al SE de Tacna,-18.199 ,-70.053,2023-02-12,21:16:26,2023-02-13,00:16:26,95,km,3.7,Ml
