evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
29 km al O de La Ligua,-32.525 ,-71.522,2022-10-16,19:01:19,2022-10-16,22:01:19,48,km,2.8,Ml
29 km al N de Talca,-35.177 ,-71.587,2022-10-16,18:45:05,2022-10-16,21:45:05,54,km,2.8,Ml
17 km al SO de OllagÃ¼e,-21.310 ,-68.391,2022-10-16,15:40:16,2022-10-16,18:40:16,130,km,3.2,Ml
29 km al SE de Caldera,-27.276 ,-70.651,2022-10-16,14:27:46,2022-10-16,17:27:46,77,km,3.6,Ml
66 km al SE de Socaire,-24.086 ,-67.539,2022-10-16,12:18:52,2022-10-16,15:18:52,245,km,3.8,Ml
35 km al NO de Los Vilos,-31.759 ,-71.833,2022-10-16,10:48:17,2022-10-16,13:48:17,38,km,2.8,Ml
54 km al SO de Mina La Escondida.,-24.663 ,-69.370,2022-10-16,08:36:46,2022-10-16,11:36:46,79,km,3.1,Ml
43 km al N de ValparaÃ­so,-32.667 ,-71.691,2022-10-16,05:12:51,2022-10-16,08:12:51,33,km,3.3,Ml
49 km al SO de Tocopilla,-22.466 ,-70.457,2022-10-16,00:52:36,2022-10-16,03:52:36,32,km,3.1,Ml
158 km al O de Valdivia,-39.552 ,-75.060,2022-10-15,23:37:20,2022-10-16,02:37:20,17,km,3.8,Ml
38 km al SE de Rancagua,-34.483 ,-70.577,2022-10-15,22:48:45,2022-10-16,01:48:45,112,km,3.4,Ml
42 km al SO de Huasco,-28.815 ,-71.377,2022-10-15,21:08:52,2022-10-16,00:08:52,39,km,2.8,Ml
