evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
76 km al NO de La Higuera,-29.064 ,-71.792,2022-10-04,20:41:00,2022-10-04,23:41:00,44,km,3.0,Ml
60 km al SO de OllagÃ¼e,-21.638 ,-68.630,2022-10-04,20:18:31,2022-10-04,23:18:31,134,km,3.3,Ml
27 km al O de Mina Collahuasi,-20.730 ,-68.894,2022-10-04,19:46:59,2022-10-04,22:46:59,99,km,2.7,Ml
57 km al N de Tocopilla,-21.581 ,-70.216,2022-10-04,18:56:09,2022-10-04,21:56:09,33,km,2.8,Ml
21 km al O de Puerto AysÃ©n,-45.385 ,-72.960,2022-10-04,18:18:57,2022-10-04,21:18:57,12,km,2.5,Ml
70 km al S de Socaire,-24.189 ,-67.678,2022-10-04,18:15:20,2022-10-04,21:15:20,254,km,3.5,Ml
49 km al SE de Pica,-20.894 ,-69.140,2022-10-04,17:39:59,2022-10-04,20:39:59,109,km,2.9,Ml
64 km al S de CamiÃ±a,-19.863 ,-69.235,2022-10-04,16:53:04,2022-10-04,19:53:04,94,km,2.5,Ml
62 km al S de Socaire,-24.144 ,-67.809,2022-10-04,16:45:41,2022-10-04,19:45:41,239,km,2.9,Ml
74 km al SO de OllagÃ¼e,-21.834 ,-68.530,2022-10-04,15:54:32,2022-10-04,18:54:32,116,km,2.7,Ml
34 km al SO de San Pedro de Atacama,-23.144 ,-68.423,2022-10-04,13:55:38,2022-10-04,16:55:38,160,km,2.5,Ml
89 km al S de Socaire,-24.382 ,-67.798,2022-10-04,13:30:19,2022-10-04,16:30:19,210,km,4.4,Ml
21 km al N de La Serena,-29.713 ,-71.276,2022-10-04,13:21:37,2022-10-04,16:21:37,53,km,3.0,Ml
57 km al O de OllagÃ¼e,-21.338 ,-68.789,2022-10-04,12:24:29,2022-10-04,15:24:29,117,km,2.8,Ml
67 km al S de Socaire,-24.190 ,-67.848,2022-10-04,10:38:05,2022-10-04,13:38:05,251,km,3.0,Ml
18 km al O de Andacollo,-30.281 ,-71.262,2022-10-04,10:27:29,2022-10-04,13:27:29,57,km,2.7,Ml
30 km al NE de Calama,-22.219 ,-68.812,2022-10-04,10:08:58,2022-10-04,13:08:58,115,km,4.9,Mw
83 km al S de Socaire,-24.299 ,-68.135,2022-10-04,05:29:54,2022-10-04,08:29:54,247,km,3.2,Ml
72 km al SE de Tierra Amarilla,-27.935 ,-69.743,2022-10-04,04:45:10,2022-10-04,07:45:10,112,km,2.9,Ml
36 km al O de OllagÃ¼e,-21.176 ,-68.596,2022-10-04,04:41:59,2022-10-04,07:41:59,139,km,3.0,Ml
46 km al O de Punitaqui,-30.881 ,-71.735,2022-10-04,03:19:53,2022-10-04,06:19:53,60,km,2.7,Ml
27 km al NO de VicuÃ±a,-29.836 ,-70.868,2022-10-04,00:30:15,2022-10-04,03:30:15,82,km,2.7,Ml
11 km al O de Punitaqui,-30.833 ,-71.377,2022-10-03,23:01:06,2022-10-04,02:01:06,59,km,2.7,Ml
