evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
34 km al NE de Calama,-22.221 ,-68.737,2022-10-08,19:07:31,2022-10-08,22:07:31,116,km,3.4,Ml
50 km al O de La Ligua,-32.551 ,-71.753,2022-10-08,18:51:16,2022-10-08,21:51:16,33,km,2.7,Ml
43 km al NO de Punitaqui,-30.654 ,-71.655,2022-10-08,18:19:55,2022-10-08,21:19:55,31,km,3.1,Ml
84 km al O de Iquique,-20.066 ,-70.939,2022-10-08,14:20:57,2022-10-08,17:20:57,23,km,3.7,Ml
80 km al O de Iquique,-20.101 ,-70.911,2022-10-08,10:03:53,2022-10-08,13:03:53,34,km,3.3,Ml
64 km al SE de Socaire,-24.001 ,-67.452,2022-10-08,09:01:14,2022-10-08,12:01:14,243,km,4.2,Ml
53 km al E de Sierra Gorda.,-23.020 ,-68.818,2022-10-08,05:30:47,2022-10-08,08:30:47,101,km,2.5,Ml
56 km al E de Colchane.,-19.178 ,-68.111,2022-10-08,02:01:35,2022-10-08,05:01:35,208,km,3.5,Ml
57 km al N de Pica,-19.996 ,-69.170,2022-10-08,01:37:02,2022-10-08,04:37:02,94,km,3.2,Ml
107 km al SO de Lebu,-38.101 ,-74.700,2022-10-07,23:34:47,2022-10-08,02:34:47,28,km,3.6,Ml
107 km al O de Tir̼a,-38.727 ,-74.627,2022-10-07,23:31:43,2022-10-08,02:31:43,10,km,3.1,Ml
29 km al N de Calama,-22.213 ,-68.941,2022-10-07,23:04:50,2022-10-08,02:04:50,118,km,3.1,Ml
