evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
56 km al SE de Baquedano,-23.798 ,-69.630,2022-10-24,17:53:22,2022-10-24,20:53:22,60,km,2.7,Ml
48 km al NE de CamiÃ±a,-18.993 ,-69.118,2022-10-24,16:26:30,2022-10-24,19:26:30,116,km,2.8,Ml
35 km al O de Sierra Gorda.,-22.825 ,-69.647,2022-10-24,10:34:54,2022-10-24,13:34:54,72,km,2.6,Ml
30 km al NE de San Pedro de Atacama,-22.720 ,-67.997,2022-10-24,09:57:46,2022-10-24,12:57:46,194,km,3.0,Ml
71 km al O de Mina La Escondida.,-24.154 ,-69.741,2022-10-24,09:34:57,2022-10-24,12:34:57,75,km,3.7,Ml
24 km al SO de Calama,-22.567 ,-69.137,2022-10-24,09:06:35,2022-10-24,12:06:35,87,km,2.5,Ml
30 km al SO de CuricÃ³,-35.209 ,-71.426,2022-10-24,06:31:37,2022-10-24,09:31:37,88,km,3.2,Ml
98 km al E de Mina La Escondida.,-24.565 ,-68.144,2022-10-24,04:58:34,2022-10-24,07:58:34,170,km,3.0,Ml
42 km al SO de Mina Collahuasi,-21.067 ,-68.969,2022-10-24,04:15:26,2022-10-24,07:15:26,111,km,3.1,Ml
17 km al NO de Punitaqui,-30.701 ,-71.362,2022-10-24,03:48:57,2022-10-24,06:48:57,44,km,4.1,Ml
45 km al S de Pica,-20.877 ,-69.194,2022-10-24,02:59:42,2022-10-24,05:59:42,116,km,2.7,Ml
52 km al SO de OllagÃ¼e,-21.637 ,-68.482,2022-10-24,01:24:52,2022-10-24,04:24:52,122,km,3.7,Ml
