evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
62 km al SO de San Pedro de Atacama,-23.414 ,-68.485,2022-10-10,19:51:13,2022-10-10,22:51:13,115,km,4.5,Mw
92 km al NE de Socaire,-23.059 ,-67.195,2022-10-10,17:39:41,2022-10-10,20:39:41,273,km,3.4,Ml
105 km al SE de Socaire,-24.279 ,-67.189,2022-10-10,17:25:56,2022-10-10,20:25:56,193,km,3.3,Ml
7 km al E de Tongoy,-30.277 ,-71.425,2022-10-10,16:56:07,2022-10-10,19:56:07,49,km,4.1,Ml
117 km al SE de Alto del Carmen,-29.401 ,-69.526,2022-10-10,16:34:06,2022-10-10,19:34:06,133,km,4.5,Mw
51 km al SO de Tierra Amarilla,-27.857 ,-70.557,2022-10-10,15:38:48,2022-10-10,18:38:48,55,km,2.7,Ml
63 km al NE de Quillagua,-21.315 ,-69.048,2022-10-10,14:31:44,2022-10-10,17:31:44,120,km,3.7,Ml
68 km al SE de Socaire,-23.899 ,-67.319,2022-10-10,14:03:33,2022-10-10,17:03:33,194,km,3.2,Ml
45 km al SE de Pica,-20.839 ,-69.107,2022-10-10,10:58:33,2022-10-10,13:58:33,100,km,2.5,Ml
33 km al O de La Serena,-29.815 ,-71.583,2022-10-10,08:19:02,2022-10-10,11:19:02,36,km,4.8,Mw
26 km al E de Tocopilla,-22.133 ,-69.953,2022-10-10,08:17:06,2022-10-10,11:17:06,55,km,3.3,Ml
21 km al S de Visviri,-17.778 ,-69.523,2022-10-10,08:10:40,2022-10-10,11:10:40,169,km,4.1,Ml
31 km al NE de Alto del Carmen,-28.536 ,-70.293,2022-10-10,07:25:13,2022-10-10,10:25:13,105,km,2.6,Ml
30 km al NO de Colina,-33.030 ,-70.919,2022-10-10,04:58:28,2022-10-10,07:58:28,76,km,4.3,Ml
28 km al N de Tongoy,-30.004 ,-71.522,2022-10-10,04:26:23,2022-10-10,07:26:23,50,km,2.8,Ml
27 km al O de Navidad,-34.004 ,-72.122,2022-10-10,03:10:01,2022-10-10,06:10:01,38,km,2.5,Ml
82 km al NE de Socaire,-23.204 ,-67.202,2022-10-10,01:07:03,2022-10-10,04:07:03,252,km,2.9,Ml
29 km al NE de Sierra Gorda.,-22.714 ,-69.112,2022-10-09,23:40:57,2022-10-10,02:40:57,92,km,3.4,Ml
17 km al S de CuricÃ³,-35.141 ,-71.218,2022-10-09,23:33:33,2022-10-10,02:33:33,95,km,3.1,Ml
15 km al O de Andacollo,-30.269 ,-71.238,2022-10-09,23:30:08,2022-10-10,02:30:08,69,km,2.8,Ml
29 km al SO de San Pedro de Atacama,-23.091 ,-68.419,2022-10-09,23:00:00,2022-10-10,02:00:00,147,km,2.5,Ml
8 km al E de Calama,-22.493 ,-68.860,2022-10-09,22:47:55,2022-10-10,01:47:55,121,km,2.8,Ml
56 km al SE de Socaire,-23.877 ,-67.442,2022-10-09,22:15:37,2022-10-10,01:15:37,248,km,3.0,Ml
