evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
78 km al SE de Socaire,-23.902 ,-67.205,2022-10-09,19:49:03,2022-10-09,22:49:03,230,km,3.6,Ml
20 km al S de Linares,-36.023 ,-71.606,2022-10-09,19:06:53,2022-10-09,22:06:53,92,km,3.6,Ml
47 km al N de Pica,-20.085 ,-69.213,2022-10-09,16:41:09,2022-10-09,19:41:09,92,km,2.6,Ml
53 km al O de La Ligua,-32.492 ,-71.790,2022-10-09,15:45:42,2022-10-09,18:45:42,26,km,2.6,Ml
58 km al O de La Ligua,-32.510 ,-71.846,2022-10-09,15:43:46,2022-10-09,18:43:46,26,km,3.2,Ml
41 km al S de Mina Collahuasi,-21.194 ,-68.698,2022-10-09,15:00:24,2022-10-09,18:00:24,120,km,3.0,Ml
46 km al E de El Salvador,-26.251 ,-69.154,2022-10-09,13:19:08,2022-10-09,16:19:08,126,km,3.9,Ml
42 km al O de Mina Collahuasi,-20.917 ,-69.051,2022-10-09,13:18:56,2022-10-09,16:18:56,105,km,2.5,Ml
54 km al S de OllagÃ¼e,-21.699 ,-68.378,2022-10-09,12:55:34,2022-10-09,15:55:34,126,km,2.9,Ml
68 km al SO de Mina La Escondida.,-24.619 ,-69.611,2022-10-09,12:31:08,2022-10-09,15:31:08,71,km,2.6,Ml
26 km al NE de Linares,-35.637 ,-71.465,2022-10-09,11:15:36,2022-10-09,14:15:36,94,km,3.9,Ml
37 km al O de Mina Collahuasi,-20.867 ,-69.010,2022-10-09,11:00:28,2022-10-09,14:00:28,110,km,2.8,Ml
93 km al SE de Socaire,-24.218 ,-67.286,2022-10-09,10:04:18,2022-10-09,13:04:18,179,km,2.9,Ml
54 km al O de La Ligua,-32.500 ,-71.805,2022-10-09,09:24:55,2022-10-09,12:24:55,37,km,2.9,Ml
61 km al S de Socaire,-24.136 ,-67.813,2022-10-09,09:23:29,2022-10-09,12:23:29,242,km,3.0,Ml
21 km al N de La Higuera,-29.326 ,-71.170,2022-10-09,07:59:13,2022-10-09,10:59:13,54,km,2.5,Ml
58 km al SO de Mina Collahuasi,-21.271 ,-68.950,2022-10-09,02:21:24,2022-10-09,05:21:24,110,km,3.2,Ml
37 km al NE de Mina Los Pelambres,-31.592 ,-70.310,2022-10-09,02:02:11,2022-10-09,05:02:11,134,km,3.0,Ml
62 km al NE de Calama,-22.052 ,-68.532,2022-10-09,00:07:59,2022-10-09,03:07:59,125,km,3.9,Ml
33 km al NE de Calama,-22.245 ,-68.715,2022-10-08,23:54:08,2022-10-09,02:54:08,109,km,2.7,Ml
34 km al S de Huasco,-28.755 ,-71.325,2022-10-08,23:42:21,2022-10-09,02:42:21,23,km,2.7,Ml
27 km al NO de Mina Collahuasi,-20.626 ,-68.797,2022-10-08,21:51:56,2022-10-09,00:51:56,100,km,3.1,Ml
