evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
26 km al SE de Mina Collahuasi,-21.019 ,-68.508,2022-10-11,20:34:45,2022-10-11,23:34:45,134,km,2.8,Ml
69 km al E de Socaire,-23.650 ,-67.219,2022-10-11,19:57:47,2022-10-11,22:57:47,266,km,2.7,Ml
18 km al N de Pica,-20.341 ,-69.385,2022-10-11,14:31:14,2022-10-11,17:31:14,97,km,3.4,Ml
62 km al NO de Mina La Escondida.,-23.839 ,-69.445,2022-10-11,13:44:35,2022-10-11,16:44:35,84,km,3.7,Ml
45 km al SE de CamiÃ±a,-19.682 ,-69.259,2022-10-11,13:06:37,2022-10-11,16:06:37,104,km,3.6,Ml
42 km al SE de CamiÃ±a,-19.623 ,-69.203,2022-10-11,12:24:44,2022-10-11,15:24:44,102,km,2.8,Ml
43 km al O de La Serena,-29.823 ,-71.684,2022-10-11,12:17:53,2022-10-11,15:17:53,31,km,2.7,Ml
142 km al E de Tierra Amarilla,-27.658 ,-68.835,2022-10-11,12:03:27,2022-10-11,15:03:27,136,km,2.7,Ml
109 km al SE de Socaire,-24.104 ,-66.975,2022-10-11,11:03:32,2022-10-11,14:03:32,224,km,3.4,Ml
36 km al SE de Pica,-20.780 ,-69.169,2022-10-11,08:54:26,2022-10-11,11:54:26,108,km,2.6,Ml
92 km al E de Alto del Carmen,-29.028 ,-69.596,2022-10-11,08:06:23,2022-10-11,11:06:23,117,km,2.9,Ml
158 km al S de Ilo,-18.991 ,-71.829,2022-10-11,07:08:14,2022-10-11,10:08:14,34,km,3.0,Ml
43 km al N de ValparaÃ­so,-32.670 ,-71.733,2022-10-11,06:18:44,2022-10-11,09:18:44,30,km,3.0,Ml
18 km al E de Pica,-20.454 ,-69.160,2022-10-11,05:34:54,2022-10-11,08:34:54,111,km,3.0,Ml
54 km al SE de Socaire,-23.911 ,-67.492,2022-10-11,05:18:03,2022-10-11,08:18:03,238,km,2.7,Ml
39 km al N de TirÃºa,-37.990 ,-73.533,2022-10-11,04:56:36,2022-10-11,07:56:36,10,km,2.8,Ml
75 km al NE de Socaire,-23.109 ,-67.379,2022-10-11,03:14:09,2022-10-11,06:14:09,257,km,3.2,Ml
31 km al E de Sierra Gorda.,-22.962 ,-69.025,2022-10-11,01:35:45,2022-10-11,04:35:45,104,km,3.6,Ml
47 km al SE de Tierra Amarilla,-27.852 ,-70.033,2022-10-11,01:15:20,2022-10-11,04:15:20,91,km,3.4,Ml
43 km al E de Arica,-18.432 ,-69.913,2022-10-10,23:55:57,2022-10-11,02:55:57,98,km,3.4,Ml
25 km al SE de Calama,-22.673 ,-68.815,2022-10-10,23:07:50,2022-10-11,02:07:50,102,km,2.7,Ml
40 km al NE de Calama,-22.300 ,-68.591,2022-10-10,22:17:38,2022-10-11,01:17:38,108,km,2.5,Ml
