evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
26 km al NE de Putre,-18.008 ,-69.411,2023-01-29,20:24:31,2023-01-29,23:24:31,154,km,3.1,Ml
109 km al SE de OllagÃ¼e,-21.986 ,-67.591,2023-01-29,18:49:09,2023-01-29,21:49:09,214,km,3.9,Ml
40 km al O de Punitaqui,-30.688 ,-71.641,2023-01-29,13:21:53,2023-01-29,16:21:53,28,km,2.8,Ml
101 km al SE de Socaire,-24.067 ,-67.046,2023-01-29,11:41:56,2023-01-29,14:41:56,188,km,2.9,Ml
29 km al NE de Pisagua,-19.451 ,-69.988,2023-01-29,10:52:27,2023-01-29,13:52:27,40,km,2.9,Ml
68 km al E de Socaire,-23.814 ,-67.267,2023-01-29,10:14:23,2023-01-29,13:14:23,215,km,3.6,Ml
116 km al O de Tongoy,-30.118 ,-72.696,2023-01-29,09:52:07,2023-01-29,12:52:07,15,km,2.6,Ml
41 km al SO de Mina Collahuasi,-21.108 ,-68.919,2023-01-29,09:41:47,2023-01-29,12:41:47,110,km,3.1,Ml
105 km al O de Tongoy,-30.158 ,-72.586,2023-01-29,09:23:25,2023-01-29,12:23:25,33,km,3.1,Ml
111 km al O de Tongoy,-30.133 ,-72.645,2023-01-29,09:18:53,2023-01-29,12:18:53,22,km,2.8,Ml
50 km al S de Huasco,-28.906 ,-71.324,2023-01-29,08:21:40,2023-01-29,11:21:40,37,km,4.1,Ml
50 km al S de Huasco,-28.900 ,-71.341,2023-01-29,06:46:42,2023-01-29,09:46:42,48,km,3.7,Ml
73 km al N de Calama,-21.828 ,-68.788,2023-01-29,06:26:09,2023-01-29,09:26:09,132,km,2.7,Ml
42 km al NE de Calama,-22.135 ,-68.740,2023-01-29,05:36:07,2023-01-29,08:36:07,105,km,3.2,Ml
45 km al O de Mina Collahuasi,-20.920 ,-69.082,2023-01-29,01:36:47,2023-01-29,04:36:47,109,km,2.5,Ml
27 km al O de Mina Collahuasi,-20.884 ,-68.909,2023-01-29,00:52:51,2023-01-29,03:52:51,105,km,3.0,Ml
66 km al NO de Taltal,-24.903 ,-70.822,2023-01-28,23:48:34,2023-01-29,02:48:34,40,km,2.6,Ml
76 km al NE de Pica,-19.958 ,-68.867,2023-01-28,23:14:20,2023-01-29,02:14:20,118,km,2.6,Ml
40 km al O de Pichilemu,-34.330 ,-72.437,2023-01-28,23:05:32,2023-01-29,02:05:32,24,km,2.9,Ml
9 km al NE de Alto del Carmen,-28.716 ,-70.413,2023-01-28,21:45:22,2023-01-29,00:45:22,106,km,2.9,Ml
60 km al NE de Pozo Almonte,-19.919 ,-69.334,2023-01-28,21:39:57,2023-01-29,00:39:57,87,km,2.6,Ml
24 km al O de Mina Collahuasi,-20.843 ,-68.883,2023-01-28,21:23:19,2023-01-29,00:23:19,100,km,2.5,Ml
