evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
61 km al SE de Socaire,-24.009 ,-67.499,2023-01-14,15:41:10,2023-01-14,18:41:10,250,km,2.8,Ml
48 km al SO de Mina Collahuasi,-21.129 ,-68.993,2023-01-14,13:50:31,2023-01-14,16:50:31,110,km,2.5,Ml
30 km al SO de OllagÃ¼e,-21.373 ,-68.500,2023-01-14,09:16:44,2023-01-14,12:16:44,142,km,3.4,Ml
39 km al SE de CamiÃ±a,-19.638 ,-69.278,2023-01-14,09:09:12,2023-01-14,12:09:12,104,km,2.8,Ml
36 km al SO de Punitaqui,-30.973 ,-71.600,2023-01-14,08:58:45,2023-01-14,11:58:45,71,km,4.2,Mw
50 km al SO de Mina Collahuasi,-21.234 ,-68.861,2023-01-14,08:35:38,2023-01-14,11:35:38,106,km,3.2,Ml
79 km al NE de San Pedro de Atacama,-22.294 ,-67.828,2023-01-14,08:23:48,2023-01-14,11:23:48,203,km,2.9,Ml
16 km al SO de Canela Baja,-31.532 ,-71.519,2023-01-14,07:56:35,2023-01-14,10:56:35,75,km,2.7,Ml
7 km al O de Ovalle,-30.618 ,-71.276,2023-01-14,07:09:11,2023-01-14,10:09:11,53,km,2.8,Ml
51 km al NE de San Pedro de Atacama,-22.542 ,-67.915,2023-01-14,07:07:52,2023-01-14,10:07:52,211,km,3.3,Ml
87 km al SE de Socaire,-24.132 ,-67.274,2023-01-14,06:14:00,2023-01-14,09:14:00,233,km,2.7,Mlv
40 km al NO de ValparaÃ­so,-32.721 ,-71.793,2023-01-14,06:01:21,2023-01-14,09:01:21,25,km,2.9,Ml
43 km al NO de ValparaÃ­so,-32.692 ,-71.803,2023-01-14,05:37:15,2023-01-14,08:37:15,33,km,3.2,Ml
32 km al SO de OllagÃ¼e,-21.455 ,-68.441,2023-01-14,04:52:04,2023-01-14,07:52:04,124,km,2.6,Ml
41 km al NE de Calama,-22.182 ,-68.683,2023-01-14,04:04:19,2023-01-14,07:04:19,116,km,2.6,Ml
67 km al S de OllagÃ¼e,-21.792 ,-68.471,2023-01-14,03:35:43,2023-01-14,06:35:43,122,km,2.7,Ml
16 km al O de CombarbalÃ¡,-31.159 ,-71.170,2023-01-14,02:04:36,2023-01-14,05:04:36,35,km,3.0,Ml
37 km al NO de Quillagua,-21.520 ,-69.858,2023-01-14,01:26:16,2023-01-14,04:26:16,76,km,3.6,Ml
65 km al SE de Socaire,-24.054 ,-67.500,2023-01-14,01:10:33,2023-01-14,04:10:33,226,km,2.7,Ml
16 km al NO de ValparaÃ­so,-32.922 ,-71.693,2023-01-14,01:05:42,2023-01-14,04:05:42,32,km,3.2,Ml
66 km al SO de Huasco,-28.955 ,-71.602,2023-01-14,00:01:25,2023-01-14,03:01:25,54,km,2.9,Ml
39 km al SE de Arica,-18.751 ,-70.096,2023-01-13,21:55:58,2023-01-14,00:55:58,51,km,2.6,Ml
77 km al N de Calama,-21.815 ,-68.684,2023-01-13,21:05:22,2023-01-14,00:05:22,112,km,2.5,Ml
