evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
33 km al O de Colchane.,-19.343 ,-68.943,2023-01-13,20:32:29,2023-01-13,23:32:29,118,km,2.7,Ml
34 km al NE de Calama,-22.262 ,-68.688,2023-01-13,20:26:44,2023-01-13,23:26:44,106,km,2.9,Ml
58 km al SO de OllagÃ¼e,-21.680 ,-68.519,2023-01-13,19:15:45,2023-01-13,22:15:45,113,km,2.8,Ml
36 km al E de Los Andes.,-32.842 ,-70.208,2023-01-13,18:00:38,2023-01-13,21:00:38,111,km,4.1,Ml
16 km al NE de Calama,-22.344 ,-68.858,2023-01-13,17:07:18,2023-01-13,20:07:18,120,km,2.6,Ml
19 km al NO de Canela Baja,-31.246 ,-71.538,2023-01-13,15:13:05,2023-01-13,18:13:05,49,km,3.4,Ml
57 km al SO de Alto Hospicio,-20.725 ,-70.351,2023-01-13,14:37:28,2023-01-13,17:37:28,39,km,4.2,Ml
32 km al NO de Putre,-18.000 ,-69.782,2023-01-13,10:28:01,2023-01-13,13:28:01,126,km,2.7,Ml
64 km al SE de Socaire,-23.867 ,-67.335,2023-01-13,09:46:43,2023-01-13,12:46:43,272,km,3.0,Ml
21 km al O de Calama,-22.396 ,-69.121,2023-01-13,08:30:56,2023-01-13,11:30:56,97,km,2.8,Ml
39 km al SO de Mina Collahuasi,-21.150 ,-68.800,2023-01-13,08:09:12,2023-01-13,11:09:12,125,km,2.9,Ml
66 km al NE de Calama,-21.959 ,-68.601,2023-01-13,06:04:08,2023-01-13,09:04:08,113,km,3.1,Ml
29 km al SO de OllagÃ¼e,-21.411 ,-68.448,2023-01-13,05:20:01,2023-01-13,08:20:01,142,km,3.6,Ml
5 km al SO de Ovalle,-30.637 ,-71.235,2023-01-13,03:53:59,2023-01-13,06:53:59,44,km,2.8,Ml
116 km al NE de Socaire,-22.986 ,-66.963,2023-01-13,02:28:42,2023-01-13,05:28:42,240,km,4.0,Ml
8 km al O de Ovalle,-30.630 ,-71.283,2023-01-12,23:34:58,2023-01-13,02:34:58,50,km,2.7,Ml
141 km al O de TirÃºa,-38.328 ,-75.107,2023-01-12,23:19:02,2023-01-13,02:19:02,25,km,2.8,Ml
14 km al SO de San Fernando,-34.690 ,-71.061,2023-01-12,23:03:30,2023-01-13,02:03:30,76,km,2.7,Ml
47 km al SO de Mina Collahuasi,-21.201 ,-68.868,2023-01-12,22:38:56,2023-01-13,01:38:56,114,km,2.8,Ml
