evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
55 km al NO de Calama,-22.027 ,-69.164,2023-01-30,20:56:15,2023-01-30,23:56:15,100,km,3.4,Ml
68 km al NE de Calama,-21.971 ,-68.554,2023-01-30,19:38:17,2023-01-30,22:38:17,108,km,2.7,Ml
26 km al SE de Cobquecura,-36.347 ,-72.685,2023-01-30,17:48:11,2023-01-30,20:48:11,52,km,3.9,Ml
42 km al SO de Huasco,-28.814 ,-71.391,2023-01-30,17:29:52,2023-01-30,20:29:52,17,km,2.5,Ml
40 km al E de CamiÃ±a,-19.404 ,-69.060,2023-01-30,17:25:44,2023-01-30,20:25:44,112,km,2.8,Ml
35 km al S de CamiÃ±a,-19.629 ,-69.388,2023-01-30,17:22:14,2023-01-30,20:22:14,96,km,2.6,Ml
50 km al O de Visviri,-17.638 ,-69.953,2023-01-30,14:36:34,2023-01-30,17:36:34,126,km,2.9,Ml
117 km al E de Socaire,-23.884 ,-66.786,2023-01-30,12:50:17,2023-01-30,15:50:17,203,km,2.8,Ml
36 km al NO de ValparaÃ­so,-32.789 ,-71.848,2023-01-30,11:26:05,2023-01-30,14:26:05,26,km,2.7,Ml
40 km al S de CamiÃ±a,-19.667 ,-69.375,2023-01-30,10:34:39,2023-01-30,13:34:39,91,km,2.9,Ml
36 km al O de Mina Collahuasi,-20.923 ,-68.987,2023-01-30,10:29:54,2023-01-30,13:29:54,107,km,2.5,Ml
41 km al NE de Putre,-17.960 ,-69.267,2023-01-30,10:08:49,2023-01-30,13:08:49,138,km,2.9,Ml
51 km al SO de Valdivia,-40.115 ,-73.693,2023-01-30,09:33:47,2023-01-30,12:33:47,9,km,2.8,Ml
106 km al S de Alto Hospicio,-21.167 ,-70.447,2023-01-30,09:33:10,2023-01-30,12:33:10,56,km,2.6,Ml
65 km al SO de Los Vilos,-32.369 ,-71.938,2023-01-30,08:27:27,2023-01-30,11:27:27,54,km,2.5,Ml
59 km al SE de Socaire,-24.081 ,-67.676,2023-01-30,08:21:37,2023-01-30,11:21:37,230,km,3.0,Ml
12 km al S de Los Vilos,-32.014 ,-71.484,2023-01-30,05:24:32,2023-01-30,08:24:32,40,km,3.3,Ml
24 km al NE de Calama,-22.341 ,-68.743,2023-01-30,04:37:16,2023-01-30,07:37:16,102,km,2.7,Ml
75 km al E de Paihuano,-30.232 ,-69.771,2023-01-30,03:36:28,2023-01-30,06:36:28,120,km,2.6,Ml
69 km al SO de OllagÃ¼e,-21.704 ,-68.682,2023-01-30,03:25:30,2023-01-30,06:25:30,120,km,4.0,Ml
5 km al NO de Quillota,-32.852 ,-71.292,2023-01-30,01:23:30,2023-01-30,04:23:30,52,km,2.8,Ml
53 km al SE de Socaire,-23.917 ,-67.513,2023-01-30,00:55:19,2023-01-30,03:55:19,233,km,2.5,Ml
37 km al S de Calama,-22.803 ,-68.938,2023-01-29,23:52:12,2023-01-30,02:52:12,106,km,2.6,Ml
56 km al NE de Los Andes.,-32.417 ,-70.262,2023-01-29,23:08:19,2023-01-30,02:08:19,105,km,2.5,Ml
39 km al NO de Panguipulli,-39.451 ,-72.704,2023-01-29,22:19:53,2023-01-30,01:19:53,15,km,2.6,Ml
53 km al SO de Mina Collahuasi,-21.253 ,-68.894,2023-01-29,21:31:15,2023-01-30,00:31:15,114,km,4.3,Mw
59 km al SO de OllagÃ¼e,-21.642 ,-68.605,2023-01-29,21:16:22,2023-01-30,00:16:22,121,km,2.8,Ml
