evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
84 km al SO de San Pedro de Atacama,-23.472 ,-68.765,2023-01-26,18:32:46,2023-01-26,21:32:46,111,km,2.8,Ml
15 km al O de Santiago,-33.390 ,-70.803,2023-01-26,17:44:52,2023-01-26,20:44:52,79,km,2.8,Ml
49 km al SO de Mina Collahuasi,-21.174 ,-68.941,2023-01-26,17:33:49,2023-01-26,20:33:49,109,km,2.9,Ml
61 km al SO de OllagÃ¼e,-21.682 ,-68.575,2023-01-26,17:18:04,2023-01-26,20:18:04,135,km,2.9,Ml
18 km al SE de Rancagua,-34.270 ,-70.584,2023-01-26,14:52:40,2023-01-26,17:52:40,104,km,2.5,Ml
31 km al O de San Pedro de Atacama,-22.958 ,-68.499,2023-01-26,12:23:40,2023-01-26,15:23:40,164,km,3.0,Ml
44 km al SO de Mina Collahuasi,-21.087 ,-68.979,2023-01-26,11:54:12,2023-01-26,14:54:12,109,km,3.0,Ml
36 km al S de Los Vilos,-32.221 ,-71.627,2023-01-26,10:38:46,2023-01-26,13:38:46,36,km,3.2,Ml
46 km al SO de Pica,-20.834 ,-69.572,2023-01-26,10:33:49,2023-01-26,13:33:49,93,km,3.0,Ml
31 km al S de CamiÃ±a,-19.582 ,-69.513,2023-01-26,10:01:10,2023-01-26,13:01:10,76,km,3.0,Ml
92 km al NE de Paihuano,-29.444 ,-69.846,2023-01-26,08:52:32,2023-01-26,11:52:32,133,km,3.3,Ml
48 km al NO de Mina Collahuasi,-20.437 ,-68.861,2023-01-26,07:53:44,2023-01-26,10:53:44,101,km,2.5,Ml
28 km al NO de Los Vilos,-31.733 ,-71.720,2023-01-26,05:46:15,2023-01-26,08:46:15,17,km,3.2,Ml
21 km al NE de Pica,-20.322 ,-69.235,2023-01-26,02:32:04,2023-01-26,05:32:04,87,km,2.9,Ml
60 km al NE de San Pedro de Atacama,-22.673 ,-67.679,2023-01-26,00:49:18,2023-01-26,03:49:18,186,km,3.4,Ml
80 km al S de Socaire,-24.297 ,-68.033,2023-01-26,00:23:45,2023-01-26,03:23:45,236,km,2.8,Ml
67 km al NO de Visviri,-17.191 ,-69.956,2023-01-25,22:17:03,2023-01-26,01:17:03,209,km,3.7,Ml
