evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
102 km al NE de Socaire,-22.997 ,-67.125,2023-01-17,20:23:15,2023-01-17,23:23:15,267,km,3.5,Ml
92 km al N de El Salvador,-25.458 ,-69.312,2023-01-17,18:35:49,2023-01-17,21:35:49,113,km,3.4,Ml
41 km al O de OllagÃ¼e,-21.281 ,-68.646,2023-01-17,18:01:05,2023-01-17,21:01:05,106,km,3.3,Ml
75 km al NE de El Salvador,-25.766 ,-69.088,2023-01-17,16:08:33,2023-01-17,19:08:33,122,km,3.7,Ml
97 km al NE de Taltal,-24.638 ,-70.042,2023-01-17,15:05:42,2023-01-17,18:05:42,58,km,4.6,Mw
33 km al NE de Cuya,-19.025 ,-69.903,2023-01-17,14:39:02,2023-01-17,17:39:02,79,km,3.5,Ml
43 km al NO de Quillagua,-21.375 ,-69.818,2023-01-17,14:00:11,2023-01-17,17:00:11,48,km,2.9,Ml
44 km al O de Mina Collahuasi,-20.876 ,-69.081,2023-01-17,13:36:58,2023-01-17,16:36:58,108,km,3.0,Ml
40 km al SO de Mina Collahuasi,-21.073 ,-68.932,2023-01-17,13:19:45,2023-01-17,16:19:45,113,km,2.8,Ml
16 km al E de Cobquecura,-36.152 ,-72.616,2023-01-17,11:57:14,2023-01-17,14:57:14,65,km,3.2,Ml
44 km al O de ValparaÃ­so,-33.063 ,-72.082,2023-01-17,10:28:30,2023-01-17,13:28:30,35,km,2.7,Ml
34 km al O de OllagÃ¼e,-21.161 ,-68.570,2023-01-17,09:54:39,2023-01-17,12:54:39,127,km,3.0,Ml
74 km al O de TirÃºa,-38.198 ,-74.327,2023-01-17,08:53:24,2023-01-17,11:53:24,28,km,4.6,Mw
19 km al S de Melipilla,-33.856 ,-71.177,2023-01-17,05:36:41,2023-01-17,08:36:41,56,km,2.7,Ml
38 km al NE de Pica,-20.321 ,-69.018,2023-01-17,05:31:46,2023-01-17,08:31:46,108,km,3.7,Ml
43 km al NO de ToltÃ©n,-38.983 ,-73.594,2023-01-17,03:56:19,2023-01-17,06:56:19,44,km,3.1,Ml
36 km al O de ChillÃ¡n,-36.566 ,-72.503,2023-01-17,03:04:10,2023-01-17,06:04:10,36,km,2.9,Ml
77 km al SO de OllagÃ¼e,-21.843 ,-68.596,2023-01-17,03:03:45,2023-01-17,06:03:45,137,km,3.0,Ml
59 km al S de Socaire,-24.097 ,-68.043,2023-01-17,02:49:53,2023-01-17,05:49:53,286,km,3.3,Ml
23 km al SO de Mina Collahuasi,-20.918 ,-68.856,2023-01-17,01:50:42,2023-01-17,04:50:42,101,km,2.6,Ml
22 km al E de Calama,-22.512 ,-68.723,2023-01-17,01:02:00,2023-01-17,04:02:00,118,km,2.8,Ml
40 km al S de OllagÃ¼e,-21.566 ,-68.378,2023-01-17,00:29:43,2023-01-17,03:29:43,124,km,3.4,Ml
25 km al NE de Pica,-20.281 ,-69.242,2023-01-16,23:11:17,2023-01-17,02:11:17,114,km,3.3,Ml
43 km al N de Tocopilla,-21.732 ,-70.064,2023-01-16,21:23:30,2023-01-17,00:23:30,89,km,3.1,Ml
37 km al SO de Visviri,-17.791 ,-69.760,2023-01-16,21:22:42,2023-01-17,00:22:42,142,km,3.4,Ml
