evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
122 km al O de Pichilemu,-33.933 ,-73.215,2023-01-16,17:22:06,2023-01-16,20:22:06,22,km,2.7,Ml
150 km al NO de ConstituciÃ³n,-34.445 ,-73.658,2023-01-16,16:53:08,2023-01-16,19:53:08,17,km,3.1,Ml
54 km al SO de Mina Collahuasi,-21.126 ,-69.073,2023-01-16,16:39:36,2023-01-16,19:39:36,110,km,2.8,Ml
18 km al NO de Mina La Escondida.,-24.191 ,-69.212,2023-01-16,16:34:08,2023-01-16,19:34:08,106,km,3.0,Ml
29 km al O de Navidad,-33.983 ,-72.143,2023-01-16,13:42:36,2023-01-16,16:42:36,42,km,2.6,Ml
163 km al O de Huasco,-28.765 ,-72.859,2023-01-16,13:39:56,2023-01-16,16:39:56,10,km,2.8,Ml
99 km al SE de Socaire,-24.411 ,-67.507,2023-01-16,12:47:42,2023-01-16,15:47:42,196,km,4.9,Mw
74 km al O de Arica,-18.609 ,-71.006,2023-01-16,11:32:29,2023-01-16,14:32:29,32,km,3.7,Ml
93 km al N de Taltal,-24.602 ,-70.734,2023-01-16,11:12:15,2023-01-16,14:12:15,24,km,3.0,Ml
81 km al O de Arica,-18.629 ,-71.077,2023-01-16,11:05:34,2023-01-16,14:05:34,27,km,2.9,Ml
21 km al E de Tongoy,-30.314 ,-71.285,2023-01-16,10:59:51,2023-01-16,13:59:51,79,km,3.2,Ml
36 km al SO de Mina Collahuasi,-21.017 ,-68.939,2023-01-16,10:51:54,2023-01-16,13:51:54,106,km,2.8,Ml
6 km al O de Ovalle,-30.597 ,-71.267,2023-01-16,06:56:56,2023-01-16,09:56:56,46,km,2.5,Ml
49 km al O de La Ligua,-32.604 ,-71.716,2023-01-16,06:10:24,2023-01-16,09:10:24,34,km,3.0,Ml
70 km al SO de OllagÃ¼e,-21.719 ,-68.676,2023-01-16,04:50:37,2023-01-16,07:50:37,108,km,4.9,Mw
39 km al SO de La Ligua,-32.631 ,-71.591,2023-01-16,04:42:49,2023-01-16,07:42:49,24,km,3.2,Ml
50 km al N de ValparaÃ­so,-32.609 ,-71.738,2023-01-16,04:41:00,2023-01-16,07:41:00,34,km,4.3,Mw
106 km al O de TirÃºa,-38.212 ,-74.695,2023-01-16,04:14:21,2023-01-16,07:14:21,10,km,2.9,Ml
31 km al SE de Los Vilos,-32.088 ,-71.255,2023-01-16,02:19:40,2023-01-16,05:19:40,67,km,2.6,Ml
21 km al NO de Tocopilla,-21.937 ,-70.317,2023-01-16,02:03:35,2023-01-16,05:03:35,18,km,2.9,Ml
111 km al NE de San Pedro de Atacama,-22.179 ,-67.478,2023-01-15,22:54:15,2023-01-16,01:54:15,207,km,2.9,Mlv
84 km al NO de Quillagua,-21.327 ,-70.265,2023-01-15,21:09:04,2023-01-16,00:09:04,40,km,3.1,M
