evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
12 km al O de La Serena,-29.898 ,-71.378,2023-01-19,19:07:26,2023-01-19,22:07:26,51,km,2.7,Ml
64 km al SO de Mina La Escondida.,-24.672 ,-69.512,2023-01-19,18:53:05,2023-01-19,21:53:05,80,km,2.5,Ml
49 km al S de Tierra Amarilla,-27.915 ,-70.151,2023-01-19,18:02:03,2023-01-19,21:02:03,106,km,3.2,Ml
47 km al E de Calama,-22.408 ,-68.478,2023-01-19,15:42:24,2023-01-19,18:42:24,114,km,2.7,Ml
38 km al O de OllagÃ¼e,-21.230 ,-68.619,2023-01-19,09:47:05,2023-01-19,12:47:05,116,km,2.7,Ml
170 km al NO de Tocopilla,-21.179 ,-71.516,2023-01-19,09:18:25,2023-01-19,12:18:25,30,km,3.5,Ml
43 km al O de ValparaÃ­so,-33.049 ,-72.071,2023-01-19,06:54:59,2023-01-19,09:54:59,11,km,2.6,Ml
60 km al O de Cobquecura,-36.235 ,-73.453,2023-01-19,03:58:16,2023-01-19,06:58:16,33,km,3.0,Ml
68 km al NE de Calama,-21.945 ,-68.594,2023-01-19,03:20:26,2023-01-19,06:20:26,118,km,2.8,Ml
51 km al E de Talca,-35.438 ,-71.102,2023-01-19,03:18:00,2023-01-19,06:18:00,104,km,2.8,Ml
43 km al SO de OllagÃ¼e,-21.540 ,-68.487,2023-01-19,03:13:26,2023-01-19,06:13:26,127,km,3.0,Ml
25 km al NO de Mina Collahuasi,-20.694 ,-68.847,2023-01-19,02:32:11,2023-01-19,05:32:11,113,km,3.9,Ml
49 km al N de Huasco,-28.031 ,-71.151,2023-01-19,01:39:03,2023-01-19,04:39:03,35,km,2.7,Ml
43 km al O de La Higuera,-29.486 ,-71.645,2023-01-19,00:31:07,2023-01-19,03:31:07,51,km,2.5,Ml
37 km al SO de MarÃ­a Elena,-22.609 ,-69.885,2023-01-18,21:54:46,2023-01-19,00:54:46,90,km,2.9,Ml
43 km al SO de OllagÃ¼e,-21.584 ,-68.418,2023-01-18,21:00:47,2023-01-19,00:00:47,113,km,2.7,Ml
