evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
34 km al SO de OllagÃ¼e,-21.463 ,-68.455,2023-01-27,19:10:47,2023-01-27,22:10:47,132,km,3.6,Ml
45 km al O de Punitaqui,-30.673 ,-71.690,2023-01-27,12:51:00,2023-01-27,15:51:00,33,km,2.8,Ml
19 km al O de La Serena,-29.877 ,-71.444,2023-01-27,12:47:36,2023-01-27,15:47:36,52,km,2.6,Ml
40 km al S de Los Vilos,-32.266 ,-71.608,2023-01-27,12:40:01,2023-01-27,15:40:01,35,km,2.8,Ml
45 km al SO de Los Vilos,-32.262 ,-71.758,2023-01-27,09:11:39,2023-01-27,12:11:39,31,km,2.9,Ml
63 km al NE de Calama,-22.101 ,-68.470,2023-01-27,09:01:12,2023-01-27,12:01:12,131,km,3.5,Ml
49 km al SE de CamiÃ±a,-19.669 ,-69.151,2023-01-27,07:56:36,2023-01-27,10:56:36,113,km,4.4,Ml
40 km al SE de San Pedro de Atacama,-23.225 ,-67.994,2023-01-27,07:23:25,2023-01-27,10:23:25,139,km,3.5,Ml
55 km al O de Punitaqui,-30.801 ,-71.836,2023-01-27,06:59:07,2023-01-27,09:59:07,34,km,2.9,Ml
78 km al O de Cuya,-19.049 ,-70.915,2023-01-27,06:56:33,2023-01-27,09:56:33,33,km,2.8,Ml
76 km al N de Mina La Escondida.,-23.589 ,-68.993,2023-01-27,06:30:30,2023-01-27,09:30:30,114,km,2.8,Ml
68 km al NE de Calama,-21.942 ,-68.593,2023-01-27,06:14:45,2023-01-27,09:14:45,118,km,3.0,Ml
55 km al O de OllagÃ¼e,-21.344 ,-68.764,2023-01-27,04:08:28,2023-01-27,07:08:28,115,km,2.8,Ml
12 km al S de Sierra Gorda.,-23.012 ,-69.326,2023-01-27,02:34:35,2023-01-27,05:34:35,82,km,3.7,Ml
15 km al NO de Punitaqui,-30.714 ,-71.347,2023-01-27,02:28:09,2023-01-27,05:28:09,35,km,2.8,Ml
35 km al NE de Alto del Carmen,-28.478 ,-70.322,2023-01-27,01:35:49,2023-01-27,04:35:49,94,km,2.9,Ml
93 km al SE de Socaire,-24.264 ,-67.345,2023-01-26,21:39:21,2023-01-27,00:39:21,196,km,3.2,Ml
14 km al E de Pichilemu,-34.390 ,-71.859,2023-01-26,21:38:46,2023-01-27,00:38:46,41,km,2.5,Ml
