evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
74 km al NE de Pica,-19.912 ,-68.980,2023-01-20,19:47:27,2023-01-20,22:47:27,112,km,3.9,Ml
41 km al NO de Canela Baja,-31.125 ,-71.752,2023-01-20,19:46:39,2023-01-20,22:46:39,33,km,2.5,Ml
122 km al NE de Santiago del Estero,-26.804 ,-63.705,2023-01-20,19:09:40,2023-01-20,22:09:40,633,km,6.7,Mww
32 km al NO de Sierra Gorda.,-22.760 ,-69.585,2023-01-20,18:40:22,2023-01-20,21:40:22,88,km,2.5,Ml
49 km al NE de Calama,-22.142 ,-68.614,2023-01-20,18:16:12,2023-01-20,21:16:12,134,km,2.7,Ml
27 km al O de OllagÃ¼e,-21.203 ,-68.510,2023-01-20,14:54:24,2023-01-20,17:54:24,138,km,2.9,Ml
139 km al O de Tongoy,-29.843 ,-72.863,2023-01-20,14:42:51,2023-01-20,17:42:51,20,km,3.2,Ml
51 km al E de Mina La Escondida.,-24.128 ,-68.581,2023-01-20,13:32:17,2023-01-20,16:32:17,110,km,2.8,Ml
30 km al SO de Quillagua,-21.806 ,-69.783,2023-01-20,13:24:08,2023-01-20,16:24:08,64,km,3.2,Ml
52 km al S de Tierra Amarilla,-27.941 ,-70.177,2023-01-20,12:35:45,2023-01-20,15:35:45,96,km,3.9,Ml
34 km al N de CamiÃ±a,-19.011 ,-69.415,2023-01-20,12:27:17,2023-01-20,15:27:17,96,km,3.8,Ml
8 km al SO de Punitaqui,-30.896 ,-71.295,2023-01-20,11:20:52,2023-01-20,14:20:52,63,km,3.9,Ml
56 km al NO de Tongoy,-29.894 ,-71.895,2023-01-20,10:02:24,2023-01-20,13:02:24,32,km,2.8,Ml
29 km al NE de CamiÃ±a,-19.073 ,-69.311,2023-01-20,08:38:49,2023-01-20,11:38:49,108,km,2.9,Ml
30 km al SO de Los Vilos,-32.125 ,-71.699,2023-01-20,05:39:21,2023-01-20,08:39:21,26,km,3.6,Ml
26 km al NE de VichuquÃ©n,-34.726 ,-71.787,2023-01-20,00:54:46,2023-01-20,03:54:46,40,km,2.5,Ml
36 km al NO de Punitaqui,-30.672 ,-71.582,2023-01-20,00:25:31,2023-01-20,03:25:31,25,km,3.1,Ml
90 km al NO de Tocopilla,-21.443 ,-70.716,2023-01-20,00:02:26,2023-01-20,03:02:26,10,km,3.0,Ml
51 km al SO de Huasco,-28.825 ,-71.548,2023-01-19,23:50:45,2023-01-20,02:50:45,49,km,3.1,Ml
35 km al NE de Antuco,-37.071 ,-71.452,2023-01-19,23:33:27,2023-01-20,02:33:27,196,km,3.0,M
26 km al E de Pica,-20.461 ,-69.081,2023-01-19,21:33:51,2023-01-20,00:33:51,104,km,3.7,Ml
