evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
157 km al O de ToltÃ©n,-39.314 ,-74.977,2023-01-25,20:40:06,2023-01-25,23:40:06,10,km,3.5,Ml
64 km al SO de OllagÃ¼e,-21.702 ,-68.599,2023-01-25,12:13:20,2023-01-25,15:13:20,119,km,2.9,Ml
48 km al S de OllagÃ¼e,-21.631 ,-68.404,2023-01-25,11:19:32,2023-01-25,14:19:32,137,km,3.2,Ml
48 km al SE de Putre,-18.407 ,-69.157,2023-01-25,10:15:51,2023-01-25,13:15:51,119,km,3.3,Ml
15 km al NE de San JosÃ© de Maipo,-33.553 ,-70.224,2023-01-25,08:12:22,2023-01-25,11:12:22,116,km,2.6,Ml
75 km al SO de OllagÃ¼e,-21.829 ,-68.582,2023-01-25,04:35:58,2023-01-25,07:35:58,124,km,3.2,Ml
39 km al E de Farellones,-33.484 ,-69.919,2023-01-25,03:45:27,2023-01-25,06:45:27,4,km,2.6,Ml
80 km al O de Los Vilos,-31.698 ,-72.318,2023-01-25,02:33:28,2023-01-25,05:33:28,25,km,2.6,Ml
65 km al O de ChaÃ±aral.,-26.400 ,-71.272,2023-01-25,01:48:07,2023-01-25,04:48:07,27,km,3.8,Ml
62 km al SE de Socaire,-23.857 ,-67.360,2023-01-24,23:34:33,2023-01-25,02:34:33,262,km,3.4,Ml
43 km al SO de Los Vilos,-32.233 ,-71.772,2023-01-24,22:47:40,2023-01-25,01:47:40,29,km,2.6,Ml
118 km al O de Tongoy,-30.103 ,-72.705,2023-01-24,21:05:19,2023-01-25,00:05:19,15,km,3.8,Ml
