evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
143 km al O de ValparaÃ­so,-32.924 ,-73.145,2023-01-07,20:38:11,2023-01-07,23:38:11,22,km,3.4,Ml
48 km al E de OllagÃ¼e,-21.240 ,-67.795,2023-01-07,20:26:24,2023-01-07,23:26:24,228,km,2.7,Ml
52 km al SO de ChaÃ±aral.,-26.614 ,-71.054,2023-01-07,20:23:23,2023-01-07,23:23:23,40,km,2.8,Ml
59 km al S de CamiÃ±a,-19.828 ,-69.273,2023-01-07,19:46:28,2023-01-07,22:46:28,94,km,2.7,Ml
43 km al N de Mina Collahuasi,-20.467 ,-68.800,2023-01-07,18:27:46,2023-01-07,21:27:46,112,km,3.3,Ml
63 km al NO de Quillagua,-21.417 ,-70.084,2023-01-07,17:35:53,2023-01-07,20:35:53,24,km,2.8,Ml
62 km al SO de Mina Collahuasi,-21.235 ,-69.067,2023-01-07,15:41:51,2023-01-07,18:41:51,97,km,2.6,Ml
18 km al S de Alto Hospicio,-20.426 ,-70.100,2023-01-07,12:22:25,2023-01-07,15:22:25,68,km,2.6,Ml
120 km al O de Lebu,-37.889 ,-74.976,2023-01-07,12:14:52,2023-01-07,15:14:52,53,km,2.7,Ml
63 km al NE de Calama,-21.965 ,-68.650,2023-01-07,12:10:29,2023-01-07,15:10:29,110,km,2.5,Ml
30 km al SO de Calama,-22.694 ,-69.095,2023-01-07,11:46:19,2023-01-07,14:46:19,84,km,2.6,Ml
24 km al NO de La Serena,-29.701 ,-71.352,2023-01-07,11:40:32,2023-01-07,14:40:32,54,km,2.7,Ml
63 km al SO de OllagÃ¼e,-21.743 ,-68.499,2023-01-07,09:07:18,2023-01-07,12:07:18,105,km,2.7,Ml
48 km al SE de Pica,-20.875 ,-69.119,2023-01-07,08:22:49,2023-01-07,11:22:49,107,km,2.5,Ml
31 km al E de San Fernando,-34.703 ,-70.688,2023-01-07,07:45:34,2023-01-07,10:45:34,122,km,3.2,Ml
90 km al NO de Punta Arenas,-52.562 ,-71.809,2023-01-07,07:36:33,2023-01-07,10:36:33,42,km,3.8,Ml
11 km al N de La Serena,-29.809 ,-71.273,2023-01-07,05:35:13,2023-01-07,08:35:13,64,km,2.8,Ml
41 km al O de OllagÃ¼e,-21.237 ,-68.650,2023-01-07,04:53:45,2023-01-07,07:53:45,109,km,2.7,Ml
34 km al O de Pichilemu,-34.360 ,-72.381,2023-01-07,03:39:34,2023-01-07,06:39:34,34,km,3.7,Ml
98 km al E de Mina Los Pelambres,-31.969 ,-69.558,2023-01-07,03:23:39,2023-01-07,06:23:39,140,km,4.8,Mw
36 km al O de Pichilemu,-34.349 ,-72.398,2023-01-07,00:43:05,2023-01-07,03:43:05,38,km,2.6,Ml
40 km al O de San Pedro de Atacama,-22.876 ,-68.590,2023-01-06,23:52:08,2023-01-07,02:52:08,150,km,2.5,Ml
28 km al O de Mina Collahuasi,-20.741 ,-68.911,2023-01-06,22:39:46,2023-01-07,01:39:46,105,km,2.7,Ml
36 km al O de Pichilemu,-34.347 ,-72.398,2023-01-06,22:31:48,2023-01-07,01:31:48,30,km,4.1,Ml
32 km al O de Pichilemu,-34.341 ,-72.350,2023-01-06,22:31:00,2023-01-07,01:31:00,38,km,3.1,Ml
39 km al O de Pichilemu,-34.314 ,-72.421,2023-01-06,22:26:48,2023-01-07,01:26:48,32,km,3.5,Ml
67 km al NE de Calama,-21.955 ,-68.596,2023-01-06,22:12:41,2023-01-07,01:12:41,124,km,2.6,Ml
40 km al E de Mina Los Pelambres,-31.818 ,-70.160,2023-01-06,21:14:17,2023-01-07,00:14:17,138,km,2.6,Ml
