evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
2 km al N de Lebu,-37.588 ,-73.656,2022-11-24,15:08:06,2022-11-24,18:08:06,21,km,2.8,Ml
26 km al O de Lebu,-37.540 ,-73.932,2022-11-24,14:20:49,2022-11-24,17:20:49,40,km,3.3,Ml
76 km al SO de OllagÃ¼e,-21.861 ,-68.520,2022-11-24,12:47:08,2022-11-24,15:47:08,120,km,2.9,Ml
16 km al E de Pica,-20.482 ,-69.172,2022-11-24,09:32:49,2022-11-24,12:32:49,102,km,2.7,Ml
32 km al NO de Tongoy,-29.988 ,-71.625,2022-11-24,08:29:01,2022-11-24,11:29:01,43,km,4.0,Ml
31 km al SO de OllagÃ¼e,-21.445 ,-68.442,2022-11-24,04:20:31,2022-11-24,07:20:31,125,km,3.4,Ml
23 km al NO de La Serena,-29.780 ,-71.448,2022-11-24,02:02:12,2022-11-24,05:02:12,53,km,2.5,Ml
137 km al O de Cobquecura,-35.631 ,-74.180,2022-11-24,01:00:12,2022-11-24,04:00:12,31,km,2.5,Ml
37 km al O de Punitaqui,-30.758 ,-71.639,2022-11-24,00:33:17,2022-11-24,03:33:17,29,km,3.3,Ml
48 km al NO de Canela Baja,-31.066 ,-71.775,2022-11-24,00:31:44,2022-11-24,03:31:44,28,km,2.6,Ml
69 km al E de Alto del Carmen,-28.875 ,-69.788,2022-11-24,00:21:07,2022-11-24,03:21:07,116,km,2.5,Ml
49 km al SO de Taltal,-25.814 ,-70.680,2022-11-23,23:57:11,2022-11-24,02:57:11,32,km,3.4,Ml
46 km al NO de TirÃºa,-38.133 ,-73.944,2022-11-23,23:46:06,2022-11-24,02:46:06,8,km,2.9,Ml
