evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
33 km al N de ValparaÃ­so,-32.762 ,-71.716,2022-11-22,19:45:27,2022-11-22,22:45:27,42,km,2.5,Ml
45 km al SO de Huasco,-28.824 ,-71.427,2022-11-22,19:15:32,2022-11-22,22:15:32,33,km,3.7,Ml
35 km al S de Diego de Almagro,-26.696 ,-70.147,2022-11-22,19:12:58,2022-11-22,22:12:58,24,km,2.9,Ml
34 km al O de Mina Collahuasi,-20.906 ,-68.977,2022-11-22,17:13:13,2022-11-22,20:13:13,112,km,2.8,Ml
27 km al NO de Petorca,-32.085 ,-71.136,2022-11-22,17:04:05,2022-11-22,20:04:05,89,km,3.9,Ml
25 km al NO de Tongoy,-30.056 ,-71.607,2022-11-22,15:02:36,2022-11-22,18:02:36,37,km,3.5,Ml
46 km al NE de Calama,-22.118 ,-68.703,2022-11-22,14:04:29,2022-11-22,17:04:29,121,km,2.7,Ml
13 km al SO de Punitaqui,-30.941 ,-71.310,2022-11-22,10:30:30,2022-11-22,13:30:30,68,km,3.0,Ml
83 km al S de Socaire,-24.315 ,-68.074,2022-11-22,08:34:40,2022-11-22,11:34:40,258,km,3.4,Ml
22 km al N de Iquique,-20.022 ,-70.110,2022-11-22,07:25:26,2022-11-22,10:25:26,13,km,2.5,Ml
35 km al O de Mina Collahuasi,-20.887 ,-68.985,2022-11-22,07:13:54,2022-11-22,10:13:54,107,km,2.6,Ml
111 km al SE de OllagÃ¼e,-21.925 ,-67.491,2022-11-22,06:09:49,2022-11-22,09:09:49,224,km,3.6,Ml
75 km al S de Mina La Escondida.,-24.940 ,-69.025,2022-11-22,03:41:33,2022-11-22,06:41:33,99,km,2.9,Ml
48 km al S de Pica,-20.898 ,-69.169,2022-11-22,01:56:49,2022-11-22,04:56:49,109,km,3.1,Ml
24 km al O de La Higuera,-29.586 ,-71.434,2022-11-22,01:53:41,2022-11-22,04:53:41,69,km,3.0,Ml
69 km al NE de Taltal,-24.857 ,-70.175,2022-11-22,01:49:50,2022-11-22,04:49:50,50,km,2.6,Ml
35 km al N de CamiÃ±a,-19.014 ,-69.310,2022-11-22,01:30:28,2022-11-22,04:30:28,100,km,2.5,Ml
23 km al SE de Mina Collahuasi,-21.014 ,-68.558,2022-11-22,00:51:10,2022-11-22,03:51:10,124,km,2.8,Ml
33 km al O de OllagÃ¼e,-21.108 ,-68.548,2022-11-21,23:56:24,2022-11-22,02:56:24,128,km,2.7,Ml
44 km al SO de Caldera,-27.348 ,-71.132,2022-11-21,21:45:57,2022-11-22,00:45:57,29,km,2.5,Ml
