evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
50 km al SE de Socaire,-23.994 ,-67.668,2022-11-04,20:21:22,2022-11-04,23:21:22,223,km,2.5,Ml
8 km al O de ValparaÃ­so,-33.041 ,-71.702,2022-11-04,18:04:39,2022-11-04,21:04:39,38,km,3.2,Ml
38 km al SE de CombarbalÃ¡,-31.351 ,-70.663,2022-11-04,17:16:06,2022-11-04,20:16:06,88,km,2.6,Ml
114 km al O de Pisagua,-19.758 ,-71.286,2022-11-04,15:21:40,2022-11-04,18:21:40,40,km,3.2,Ml
29 km al O de Caldera,-27.063 ,-71.119,2022-11-04,13:13:44,2022-11-04,16:13:44,36,km,2.9,Ml
42 km al O de Iquique,-20.150 ,-70.545,2022-11-04,12:25:09,2022-11-04,15:25:09,26,km,3.1,Ml
44 km al O de Socaire,-23.733 ,-68.294,2022-11-04,12:15:15,2022-11-04,15:15:15,169,km,2.5,Ml
50 km al O de Iquique,-20.147 ,-70.627,2022-11-04,11:39:06,2022-11-04,14:39:06,20,km,5.0,Mw
43 km al O de Iquique,-20.151 ,-70.559,2022-11-04,10:45:57,2022-11-04,13:45:57,26,km,4.0,Ml
47 km al SE de Mina Los Pelambres,-32.097 ,-70.207,2022-11-04,08:55:57,2022-11-04,11:55:57,117,km,3.3,Ml
34 km al S de Mina Collahuasi,-21.134 ,-68.663,2022-11-04,08:15:10,2022-11-04,11:15:10,122,km,2.6,Ml
69 km al NE de CopiapÃ³,-26.975 ,-69.789,2022-11-04,07:37:18,2022-11-04,10:37:18,109,km,3.5,Ml
42 km al N de Huasco,-28.096 ,-71.309,2022-11-04,07:07:43,2022-11-04,10:07:43,47,km,2.7,Ml
39 km al NE de Calama,-22.203 ,-68.678,2022-11-04,07:02:17,2022-11-04,10:02:17,110,km,2.5,Ml
26 km al NO de La Higuera,-29.308 ,-71.327,2022-11-04,06:46:36,2022-11-04,09:46:36,49,km,3.1,Ml
42 km al O de Mina Collahuasi,-20.856 ,-69.063,2022-11-04,05:48:04,2022-11-04,08:48:04,110,km,2.8,Ml
9 km al E de San Pedro de Atacama,-22.944 ,-68.113,2022-11-04,05:03:41,2022-11-04,08:03:41,157,km,3.4,Ml
22 km al O de Mina Collahuasi,-20.862 ,-68.866,2022-11-04,04:15:44,2022-11-04,07:15:44,101,km,2.6,Ml
37 km al SO de Visviri,-17.825 ,-69.730,2022-11-04,02:40:44,2022-11-04,05:40:44,150,km,3.8,Ml
116 km al E de Socaire,-23.736 ,-66.760,2022-11-04,01:52:28,2022-11-04,04:52:28,236,km,3.7,Ml
50 km al SE de Socaire,-23.987 ,-67.667,2022-11-03,23:41:19,2022-11-04,02:41:19,222,km,3.0,Ml
57 km al S de OllagÃ¼e,-21.704 ,-68.445,2022-11-03,21:37:57,2022-11-04,00:37:57,134,km,4.5,Ml
37 km al N de CamiÃ±a,-18.986 ,-69.360,2022-11-03,21:36:37,2022-11-04,00:36:37,103,km,3.5,Ml
90 km al SE de Socaire,-24.170 ,-67.271,2022-11-03,21:16:31,2022-11-04,00:16:31,215,km,2.9,Ml
