evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
17 km al S de CamiÃ±a,-19.461 ,-69.399,2022-11-09,18:56:12,2022-11-09,21:56:12,106,km,2.5,Ml
20 km al O de Putre,-18.167 ,-69.750,2022-11-09,18:33:43,2022-11-09,21:33:43,116,km,3.8,Ml
28 km al N de Melipilla,-33.447 ,-71.118,2022-11-09,18:08:14,2022-11-09,21:08:14,72,km,2.8,Ml
37 km al NO de Navidad,-33.664 ,-72.039,2022-11-09,15:30:03,2022-11-09,18:30:03,35,km,3.1,Ml
20 km al NO de Andacollo,-30.118 ,-71.242,2022-11-09,14:59:22,2022-11-09,17:59:22,65,km,2.8,Ml
76 km al NE de Calama,-21.863 ,-68.585,2022-11-09,14:58:07,2022-11-09,17:58:07,124,km,2.9,Ml
28 km al O de CamiÃ±a,-19.339 ,-69.693,2022-11-09,14:46:24,2022-11-09,17:46:24,85,km,2.8,Ml
14 km al SO de Pica,-20.581 ,-69.426,2022-11-09,13:57:37,2022-11-09,16:57:37,77,km,2.6,Ml
54 km al S de Diego de Almagro,-26.869 ,-70.145,2022-11-09,13:32:35,2022-11-09,16:32:35,78,km,2.8,Ml
47 km al SO de OllagÃ¼e,-21.533 ,-68.569,2022-11-09,12:37:05,2022-11-09,15:37:05,115,km,2.9,Ml
38 km al NE de Calama,-22.199 ,-68.708,2022-11-09,10:08:02,2022-11-09,13:08:02,112,km,2.8,Ml
74 km al N de Huasco,-27.800 ,-71.241,2022-11-09,09:45:59,2022-11-09,12:45:59,11,km,2.8,Ml
20 km al E de Sierra Gorda.,-22.848 ,-69.131,2022-11-09,07:56:24,2022-11-09,10:56:24,80,km,2.6,Ml
37 km al SO de Mina Collahuasi,-21.133 ,-68.787,2022-11-09,06:15:18,2022-11-09,09:15:18,119,km,2.7,Ml
58 km al E de Calama,-22.309 ,-68.393,2022-11-09,06:07:51,2022-11-09,09:07:51,48,km,2.5,Ml
45 km al SO de Mina Collahuasi,-21.084 ,-68.997,2022-11-09,04:08:56,2022-11-09,07:08:56,112,km,3.0,Ml
100 km al SE de Socaire,-24.399 ,-67.460,2022-11-09,03:48:41,2022-11-09,06:48:41,196,km,3.7,Ml
55 km al S de Socaire,-24.088 ,-67.888,2022-11-09,03:29:45,2022-11-09,06:29:45,175,km,3.7,Ml
41 km al SO de OllagÃ¼e,-21.560 ,-68.418,2022-11-09,02:43:19,2022-11-09,05:43:19,117,km,2.5,Ml
66 km al NE de Calama,-21.970 ,-68.576,2022-11-09,00:03:17,2022-11-09,03:03:17,124,km,3.2,Ml
30 km al O de San Antonio,-33.681 ,-71.919,2022-11-08,23:34:33,2022-11-09,02:34:33,31,km,2.5,Ml
60 km al SO de OllagÃ¼e,-21.695 ,-68.537,2022-11-08,22:05:32,2022-11-09,01:05:32,133,km,3.5,Ml
63 km al S de Socaire,-24.152 ,-67.812,2022-11-08,21:45:45,2022-11-09,00:45:45,245,km,3.4,Ml
52 km al SO de Mina Collahuasi,-21.239 ,-68.890,2022-11-08,21:14:18,2022-11-09,00:14:18,117,km,3.7,Ml
