evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
31 km al NO de Mina Collahuasi,-20.615 ,-68.851,2022-11-12,20:52:22,2022-11-12,23:52:22,105,km,2.6,Ml
123 km al E de Socaire,-23.313 ,-66.722,2022-11-12,20:36:59,2022-11-12,23:36:59,242,km,4.0,Ml
171 km al O de ToltÃ©n,-39.198 ,-75.150,2022-11-12,18:53:20,2022-11-12,21:53:20,3,km,3.1,Ml
44 km al N de Calama,-22.092 ,-68.795,2022-11-12,18:39:53,2022-11-12,21:39:53,100,km,2.6,Ml
193 km al NO de San Salvador de Jujuy,-22.689 ,-66.251,2022-11-12,18:32:47,2022-11-12,21:32:47,256,km,4.0,Mw
55 km al SO de Vallenar,-28.984 ,-71.075,2022-11-12,17:44:26,2022-11-12,20:44:26,48,km,2.5,Ml
41 km al O de OllagÃ¼e,-21.202 ,-68.648,2022-11-12,16:46:37,2022-11-12,19:46:37,117,km,2.7,Ml
37 km al O de OllagÃ¼e,-21.199 ,-68.614,2022-11-12,15:32:57,2022-11-12,18:32:57,125,km,2.7,Ml
35 km al NO de Antofagasta,-23.411 ,-70.646,2022-11-12,14:46:27,2022-11-12,17:46:27,28,km,2.5,Ml
37 km al E de Tocopilla,-22.053 ,-69.846,2022-11-12,14:14:23,2022-11-12,17:14:23,59,km,3.0,Ml
78 km al E de Socaire,-23.840 ,-67.177,2022-11-12,12:18:19,2022-11-12,15:18:19,258,km,3.6,Ml
41 km al SO de OllagÃ¼e,-21.515 ,-68.490,2022-11-12,11:10:54,2022-11-12,14:10:54,124,km,2.7,Ml
28 km al SE de Calama,-22.687 ,-68.783,2022-11-12,06:02:58,2022-11-12,09:02:58,126,km,3.3,Ml
57 km al S de Socaire,-24.073 ,-67.713,2022-11-12,05:12:39,2022-11-12,08:12:39,220,km,2.7,Ml
28 km al E de OllagÃ¼e,-21.284 ,-67.986,2022-11-12,03:05:03,2022-11-12,06:05:03,174,km,2.7,Ml
77 km al SO de Mina La Escondida.,-24.703 ,-69.644,2022-11-12,01:33:34,2022-11-12,04:33:34,82,km,2.8,Ml
55 km al NE de Calama,-22.111 ,-68.558,2022-11-12,01:10:30,2022-11-12,04:10:30,134,km,2.8,Ml
61 km al N de Calama,-21.948 ,-68.762,2022-11-11,23:48:06,2022-11-12,02:48:06,125,km,3.6,Ml
73 km al E de Tierra Amarilla,-27.573 ,-69.535,2022-11-11,23:06:24,2022-11-12,02:06:24,105,km,2.9,Ml
17 km al S de Tongoy,-30.401 ,-71.445,2022-11-11,22:49:18,2022-11-12,01:49:18,39,km,2.6,Ml
