evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
111 km al E de Tierra Amarilla,-27.218 ,-69.186,2022-11-29,19:23:41,2022-11-29,22:23:41,119,km,2.9,Ml
65 km al SO de San Pedro de Atacama,-23.301 ,-68.677,2022-11-29,19:21:46,2022-11-29,22:21:46,118,km,2.5,Ml
35 km al SO de Huasco,-28.636 ,-71.523,2022-11-29,18:09:54,2022-11-29,21:09:54,40,km,2.5,Ml
36 km al SO de Huasco,-28.733 ,-71.428,2022-11-29,18:02:42,2022-11-29,21:02:42,54,km,2.6,Ml
35 km al O de Punitaqui,-30.930 ,-71.601,2022-11-29,17:49:46,2022-11-29,20:49:46,38,km,2.6,Ml
21 km al N de Mejillones,-22.915 ,-70.493,2022-11-29,16:30:11,2022-11-29,19:30:11,15,km,2.5,Ml
12 km al NO de Mejillones,-23.016 ,-70.530,2022-11-29,16:22:09,2022-11-29,19:22:09,15,km,3.8,Ml
45 km al SO de Mina Collahuasi,-21.072 ,-69.003,2022-11-29,15:33:32,2022-11-29,18:33:32,115,km,2.6,Ml
34 km al E de Mina Los Pelambres,-31.694 ,-70.264,2022-11-29,14:36:04,2022-11-29,17:36:04,131,km,2.6,Ml
30 km al E de Pica,-20.464 ,-69.039,2022-11-29,13:58:30,2022-11-29,16:58:30,116,km,3.4,Ml
36 km al SE de Calama,-22.702 ,-68.692,2022-11-29,10:59:16,2022-11-29,13:59:16,108,km,2.7,Ml
59 km al N de La Higuera,-28.992 ,-71.324,2022-11-29,09:03:42,2022-11-29,12:03:42,47,km,3.2,Ml
36 km al SO de Sierra Gorda.,-23.139 ,-69.547,2022-11-29,08:27:15,2022-11-29,11:27:15,95,km,2.6,Ml
18 km al N de CamiÃ±a,-19.157 ,-69.457,2022-11-29,07:59:34,2022-11-29,10:59:34,98,km,2.6,Ml
53 km al SO de Socaire,-23.901 ,-68.289,2022-11-29,06:12:11,2022-11-29,09:12:11,127,km,3.2,Ml
25 km al N de Pica,-20.284 ,-69.245,2022-11-29,04:50:05,2022-11-29,07:50:05,95,km,2.7,Ml
90 km al NE de Socaire,-23.102 ,-67.181,2022-11-29,04:23:30,2022-11-29,07:23:30,256,km,2.6,Ml
17 km al SE de Santiago,-33.567 ,-70.562,2022-11-29,04:07:26,2022-11-29,07:07:26,93,km,2.6,Ml
97 km al SE de Socaire,-24.073 ,-67.099,2022-11-29,03:52:16,2022-11-29,06:52:16,240,km,4.2,Mw
54 km al SE de Socaire,-23.957 ,-67.542,2022-11-29,03:03:29,2022-11-29,06:03:29,238,km,3.0,Ml
59 km al SE de Socaire,-23.914 ,-67.431,2022-11-29,02:35:39,2022-11-29,05:35:39,255,km,3.7,Ml
33 km al NO de Los Andes.,-32.587 ,-70.792,2022-11-29,02:04:45,2022-11-29,05:04:45,83,km,3.2,Ml
24 km al N de ValparaÃ­so,-32.844 ,-71.538,2022-11-29,01:40:00,2022-11-29,04:40:00,46,km,2.6,Ml
45 km al E de Sierra Gorda.,-23.033 ,-68.902,2022-11-29,01:32:27,2022-11-29,04:32:27,108,km,3.7,Ml
76 km al S de OllagÃ¼e,-21.884 ,-68.460,2022-11-29,01:16:19,2022-11-29,04:16:19,118,km,3.3,Ml
78 km al O de La Serena,-29.670 ,-72.017,2022-11-29,00:52:11,2022-11-29,03:52:11,31,km,2.8,Ml
48 km al SE de CamiÃ±a,-19.609 ,-69.096,2022-11-28,23:13:33,2022-11-29,02:13:33,111,km,3.2,Ml
75 km al O de La Higuera,-29.614 ,-71.973,2022-11-28,23:09:09,2022-11-29,02:09:09,37,km,3.0,Ml
19 km al E de Calama,-22.414 ,-68.755,2022-11-28,23:03:25,2022-11-29,02:03:25,111,km,3.5,Ml
