evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
64 km al SE de Taltal,-25.730 ,-69.959,2022-11-06,18:18:56,2022-11-06,21:18:56,81,km,3.0,Ml
31 km al O de La Ligua,-32.569 ,-71.529,2022-11-06,16:33:12,2022-11-06,19:33:12,30,km,3.6,Ml
37 km al SE de Pica,-20.748 ,-69.102,2022-11-06,14:24:20,2022-11-06,17:24:20,94,km,2.6,Ml
24 km al NO de Tocopilla,-21.919 ,-70.333,2022-11-06,12:36:52,2022-11-06,15:36:52,60,km,2.8,Ml
56 km al N de Mejillones,-22.600 ,-70.424,2022-11-06,09:37:10,2022-11-06,12:37:10,48,km,3.4,Ml
52 km al NE de Vallenar,-28.182 ,-70.464,2022-11-06,08:33:31,2022-11-06,11:33:31,93,km,3.1,Ml
73 km al S de Alto Hospicio,-20.917 ,-70.216,2022-11-06,07:05:09,2022-11-06,10:05:09,41,km,3.6,Ml
120 km al O de Navidad,-33.790 ,-73.118,2022-11-06,06:13:35,2022-11-06,09:13:35,28,km,2.9,Ml
44 km al O de OllagÃ¼e,-21.377 ,-68.644,2022-11-06,05:40:08,2022-11-06,08:40:08,123,km,2.5,Ml
93 km al NE de El Salvador,-25.661 ,-68.952,2022-11-06,04:52:15,2022-11-06,07:52:15,134,km,3.0,Ml
20 km al SO de La Higuera,-29.670 ,-71.299,2022-11-06,04:16:32,2022-11-06,07:16:32,52,km,3.3,Ml
59 km al N de Tacna,-17.490 ,-70.265,2022-11-06,04:08:06,2022-11-06,07:08:06,26,km,4.8,Mw
24 km al NO de La Ligua,-32.350 ,-71.456,2022-11-06,03:46:41,2022-11-06,06:46:41,49,km,3.2,Ml
33 km al E de Sierra Gorda.,-23.015 ,-69.017,2022-11-06,03:22:38,2022-11-06,06:22:38,116,km,3.1,Ml
91 km al NO de Huasco,-27.701 ,-71.540,2022-11-06,03:14:40,2022-11-06,06:14:40,73,km,3.6,Ml
49 km al SO de Mina Collahuasi,-21.236 ,-68.837,2022-11-06,02:23:20,2022-11-06,05:23:20,122,km,3.2,Ml
47 km al SO de Mina Collahuasi,-21.195 ,-68.871,2022-11-06,01:16:28,2022-11-06,04:16:28,113,km,2.5,Ml
48 km al NE de Tierra Amarilla,-27.272 ,-69.843,2022-11-06,00:57:50,2022-11-06,03:57:50,98,km,2.9,Ml
41 km al O de OllagÃ¼e,-21.205 ,-68.651,2022-11-06,00:55:54,2022-11-06,03:55:54,124,km,2.7,Ml
16 km al SO de Mina Los Pelambres,-31.903 ,-70.721,2022-11-06,00:30:28,2022-11-06,03:30:28,111,km,2.7,Ml
41 km al E de Calama,-22.450 ,-68.533,2022-11-06,00:23:25,2022-11-06,03:23:25,118,km,2.5,Ml
51 km al SO de Mina Collahuasi,-21.155 ,-69.001,2022-11-05,22:16:58,2022-11-06,01:16:58,110,km,4.3,Ml
