evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
24 km al SE de Pica,-20.668 ,-69.205,2022-11-19,19:20:01,2022-11-19,22:20:01,86,km,2.7,Ml
37 km al SO de Mina Collahuasi,-21.089 ,-68.874,2022-11-19,19:16:12,2022-11-19,22:16:12,110,km,3.1,Ml
37 km al S de OllagÃ¼e,-21.542 ,-68.364,2022-11-19,13:34:54,2022-11-19,16:34:54,138,km,2.6,Ml
30 km al SE de CombarbalÃ¡,-31.400 ,-70.830,2022-11-19,13:00:00,2022-11-19,16:00:00,88,km,3.3,Ml
16 km al E de Calama,-22.436 ,-68.779,2022-11-19,12:29:51,2022-11-19,15:29:51,110,km,2.7,Ml
12 km al O de Colchane.,-19.303 ,-68.753,2022-11-19,12:27:16,2022-11-19,15:27:16,136,km,4.0,Ml
50 km al NE de Pica,-20.116 ,-69.063,2022-11-19,10:44:54,2022-11-19,13:44:54,100,km,3.3,Ml
48 km al O de La Ligua,-32.388 ,-71.740,2022-11-19,09:10:50,2022-11-19,12:10:50,30,km,2.6,Ml
28 km al NO de Socaire,-23.414 ,-68.080,2022-11-19,07:35:24,2022-11-19,10:35:24,180,km,2.6,Ml
30 km al NE de Pica,-20.259 ,-69.186,2022-11-19,06:55:47,2022-11-19,09:55:47,96,km,2.7,Ml
46 km al O de La Ligua,-32.397 ,-71.716,2022-11-19,04:44:36,2022-11-19,07:44:36,28,km,4.2,Ml
46 km al O de La Ligua,-32.390 ,-71.718,2022-11-19,04:21:18,2022-11-19,07:21:18,28,km,3.5,Ml
43 km al E de San JosÃ© de Maipo,-33.617 ,-69.885,2022-11-19,04:15:21,2022-11-19,07:15:21,2,km,3.0,Ml
44 km al O de La Ligua,-32.459 ,-71.701,2022-11-19,03:03:43,2022-11-19,06:03:43,27,km,3.0,Ml
55 km al E de San Pedro de Atacama,-23.042 ,-67.679,2022-11-19,02:33:26,2022-11-19,05:33:26,299,km,2.9,Ml
47 km al O de La Ligua,-32.396 ,-71.731,2022-11-19,02:23:54,2022-11-19,05:23:54,29,km,4.6,Mw
27 km al E de Casablanca,-33.267 ,-71.129,2022-11-19,02:13:33,2022-11-19,05:13:33,77,km,4.4,Ml
51 km al N de Calama,-22.020 ,-69.019,2022-11-19,00:17:05,2022-11-19,03:17:05,85,km,2.6,Ml
58 km al S de Pica,-20.984 ,-69.520,2022-11-18,22:15:46,2022-11-19,01:15:46,35,km,3.3,Ml
38 km al O de Calama,-22.403 ,-69.293,2022-11-18,21:37:42,2022-11-19,00:37:42,87,km,2.5,Ml
