evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
55 km al NO de Tongoy,-29.964 ,-71.955,2022-12-20,20:45:31,2022-12-20,23:45:31,30,km,3.1,Ml
140 km al SO de Puerto Natales,-52.600 ,-73.976,2022-12-20,12:02:59,2022-12-20,15:02:59,24,km,3.2,Ml
112 km al SE de OllagÃ¼e,-22.022 ,-67.597,2022-12-20,10:43:48,2022-12-20,13:43:48,208,km,3.7,Ml
78 km al NE de Los Andes.,-32.490 ,-69.875,2022-12-20,10:09:43,2022-12-20,13:09:43,139,km,2.8,Ml
64 km al O de OllagÃ¼e,-21.451 ,-68.821,2022-12-20,04:06:24,2022-12-20,07:06:24,99,km,3.0,Ml
48 km al SO de Mina Collahuasi,-21.228 ,-68.839,2022-12-20,02:53:54,2022-12-20,05:53:54,119,km,3.5,Ml
21 km al NE de Pica,-20.343 ,-69.202,2022-12-20,02:09:06,2022-12-20,05:09:06,99,km,3.6,Ml
72 km al SO de OllagÃ¼e,-21.690 ,-68.738,2022-12-20,01:23:39,2022-12-20,04:23:39,118,km,3.1,Ml
32 km al N de La Higuera,-29.226 ,-71.253,2022-12-19,23:08:53,2022-12-20,02:08:53,49,km,3.9,Ml
17 km al N de Tocopilla,-21.944 ,-70.211,2022-12-19,22:03:19,2022-12-20,01:03:19,47,km,2.0,Ml
