evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
40 km al SE de Pica,-20.797 ,-69.136,2022-12-15,20:49:40,2022-12-15,23:49:40,102,km,2.6,Ml
58 km al SO de San Pedro de Atacama,-23.263 ,-68.626,2022-12-15,16:28:37,2022-12-15,19:28:37,106,km,3.1,Ml
88 km al NE de Socaire,-23.174 ,-67.152,2022-12-15,12:07:17,2022-12-15,15:07:17,254,km,3.4,Ml
68 km al NE de Socaire,-23.285 ,-67.309,2022-12-15,11:27:29,2022-12-15,14:27:29,259,km,3.0,Ml
113 km al S de Mina La Escondida.,-25.277 ,-68.950,2022-12-15,09:10:29,2022-12-15,12:10:29,121,km,3.0,Ml
50 km al S de Mina Collahuasi,-21.264 ,-68.771,2022-12-15,08:36:16,2022-12-15,11:36:16,109,km,3.0,Ml
36 km al SO de OllagÃ¼e,-21.504 ,-68.428,2022-12-15,07:12:49,2022-12-15,10:12:49,130,km,3.2,Ml
83 km al NE de Socaire,-23.164 ,-67.223,2022-12-15,05:28:19,2022-12-15,08:28:19,246,km,2.7,Ml
52 km al S de Taltal,-25.879 ,-70.494,2022-12-15,05:08:00,2022-12-15,08:08:00,54,km,2.5,Ml
29 km al S de Mina Collahuasi,-21.079 ,-68.575,2022-12-15,04:39:23,2022-12-15,07:39:23,129,km,3.2,Ml
33 km al NO de ValparaÃ­so,-32.775 ,-71.754,2022-12-15,04:12:29,2022-12-15,07:12:29,8,km,2.6,Ml
60 km al S de Socaire,-24.111 ,-67.724,2022-12-15,03:22:46,2022-12-15,06:22:46,215,km,2.8,Ml
27 km al S de Mina Collahuasi,-21.070 ,-68.669,2022-12-15,02:38:26,2022-12-15,05:38:26,121,km,3.9,Ml
79 km al S de Socaire,-24.277 ,-67.688,2022-12-15,00:51:47,2022-12-15,03:51:47,245,km,3.5,Ml
75 km al O de Pisagua,-19.854 ,-70.881,2022-12-15,00:23:54,2022-12-15,03:23:54,31,km,3.0,Ml
53 km al NE de Los Andes.,-32.440 ,-70.274,2022-12-15,00:20:58,2022-12-15,03:20:58,102,km,2.9,Ml
56 km al SO de OllagÃ¼e,-21.675 ,-68.501,2022-12-14,23:52:21,2022-12-15,02:52:21,128,km,3.6,Ml
38 km al O de Tocopilla,-22.028 ,-70.562,2022-12-14,22:17:09,2022-12-15,01:17:09,37,km,2.8,Ml
