evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
164 km al NE de Puerto Natales,-50.330 ,-71.770,2022-12-22,20:28:33,2022-12-22,23:28:33,5,km,3.5,Ml
46 km al SE de Socaire,-23.817 ,-67.511,2022-12-22,20:05:21,2022-12-22,23:05:21,261,km,2.7,Ml
57 km al SE de Socaire,-24.064 ,-67.690,2022-12-22,19:27:50,2022-12-22,22:27:50,229,km,3.3,Ml
84 km al E de Socaire,-23.551 ,-67.064,2022-12-22,19:17:09,2022-12-22,22:17:09,219,km,4.4,Mw
45 km al SO de OllagÃ¼e,-21.602 ,-68.413,2022-12-22,17:56:30,2022-12-22,20:56:30,139,km,2.9,Ml
107 km al S de Mina La Escondida.,-25.211 ,-69.258,2022-12-22,16:04:03,2022-12-22,19:04:03,125,km,2.7,Ml
36 km al SO de Sierra Gorda.,-23.141 ,-69.555,2022-12-22,15:52:21,2022-12-22,18:52:21,91,km,3.2,Ml
53 km al SO de San Pedro de Atacama,-23.170 ,-68.637,2022-12-22,15:27:37,2022-12-22,18:27:37,15,km,4.0,Ml
"117 km al E de Base Frei, AntÃ¡rtica",-61.554 ,-57.199,2022-12-22,14:38:34,2022-12-22,17:38:34,10,km,3.8,Ml
77 km al SO de OllagÃ¼e,-21.833 ,-68.611,2022-12-22,14:16:09,2022-12-22,17:16:09,131,km,2.9,Ml
42 km al NO de Taltal,-25.157 ,-70.797,2022-12-22,13:20:00,2022-12-22,16:20:00,36,km,2.5,Ml
74 km al SE de Socaire,-24.190 ,-67.570,2022-12-22,11:41:23,2022-12-22,14:41:23,250,km,3.5,Ml
23 km al SO de Los Vilos,-32.098 ,-71.606,2022-12-22,11:03:21,2022-12-22,14:03:21,36,km,2.6,Ml
106 km al SE de OllagÃ¼e,-21.918 ,-67.555,2022-12-22,10:46:54,2022-12-22,13:46:54,209,km,4.0,Ml
64 km al S de Socaire,-24.151 ,-67.775,2022-12-22,10:41:31,2022-12-22,13:41:31,217,km,3.5,Ml
21 km al NE de CamiÃ±a,-19.212 ,-69.252,2022-12-22,10:20:01,2022-12-22,13:20:01,103,km,3.2,Ml
20 km al S de Los Vilos,-32.081 ,-71.570,2022-12-22,09:50:23,2022-12-22,12:50:23,44,km,3.2,Ml
17 km al S de Canela Baja,-31.550 ,-71.496,2022-12-22,09:23:42,2022-12-22,12:23:42,56,km,2.5,Ml
32 km al E de Sierra Gorda.,-22.831 ,-69.013,2022-12-22,09:23:15,2022-12-22,12:23:15,128,km,2.7,Ml
43 km al O de La Ligua,-32.470 ,-71.685,2022-12-22,06:32:07,2022-12-22,09:32:07,36,km,3.2,Ml
139 km al E de Socaire,-23.166 ,-66.610,2022-12-22,05:29:52,2022-12-22,08:29:52,202,km,2.8,Ml
64 km al NE de San Pedro de Atacama,-22.456 ,-67.826,2022-12-22,04:31:43,2022-12-22,07:31:43,184,km,3.9,Ml
30 km al O de La Higuera,-29.535 ,-71.511,2022-12-22,04:30:36,2022-12-22,07:30:36,39,km,3.0,Ml
191 km al O de Taltal,-25.443 ,-72.391,2022-12-22,03:28:00,2022-12-22,06:28:00,12,km,3.6,Ml
44 km al O de Mina Collahuasi,-20.840 ,-69.079,2022-12-21,23:45:12,2022-12-22,02:45:12,117,km,3.3,Ml
14 km al E de La Ligua,-32.484 ,-71.086,2022-12-21,21:36:58,2022-12-22,00:36:58,62,km,2.6,Ml
