evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
60 km al NO de Tongoy,-29.852 ,-71.902,2023-03-01,14:08:28,2023-03-01,17:08:28,50,km,3.1,Ml
44 km al SO de Mina Collahuasi,-21.025 ,-69.023,2023-03-01,13:56:48,2023-03-01,16:56:48,102,km,2.7,Ml
18 km al NE de VichuquÃ©n,-34.798 ,-71.830,2023-03-01,13:54:36,2023-03-01,16:54:36,41,km,3.9,Ml
25 km al NO de Pica,-20.289 ,-69.428,2023-03-01,13:45:55,2023-03-01,16:45:55,92,km,3.2,Ml
35 km al SE de Visviri,-17.750 ,-69.196,2023-03-01,13:36:46,2023-03-01,16:36:46,144,km,3.9,Ml
42 km al O de ValparaÃ­so,-32.949 ,-72.049,2023-03-01,11:37:47,2023-03-01,14:37:47,32,km,2.8,Ml
36 km al SE de Sierra Gorda.,-23.103 ,-69.040,2023-03-01,10:34:28,2023-03-01,13:34:28,95,km,3.1,Ml
27 km al E de Pica,-20.517 ,-69.069,2023-03-01,05:53:41,2023-03-01,08:53:41,104,km,2.6,Ml
34 km al N de Calama,-22.164 ,-68.915,2023-03-01,01:19:06,2023-03-01,04:19:06,98,km,4.0,Ml
42 km al SO de Mina Collahuasi,-21.117 ,-68.914,2023-02-28,22:52:43,2023-03-01,01:52:43,114,km,3.6,Ml
29 km al SO de Mina Collahuasi,-21.052 ,-68.795,2023-02-28,22:46:16,2023-03-01,01:46:16,110,km,3.3,Ml
92 km al NE de Taltal,-24.957 ,-69.724,2023-02-28,22:02:46,2023-03-01,01:02:46,73,km,3.4,Ml
