evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
147 km al O de Tir̼a,-38.285 ,-75.176,2022-09-22,19:07:13,2022-09-22,22:07:13,7,km,3.5,Ml
32 km al NO de Pichilemu,-34.112 ,-72.131,2022-09-22,18:06:58,2022-09-22,21:06:58,45,km,3.4,Ml
71 km al NO de Cobquecura,-35.595 ,-73.212,2022-09-22,14:44:03,2022-09-22,17:44:03,21,km,3.0,Ml
58 km al SE de Mina La Escondida.,-24.705 ,-68.740,2022-09-22,13:47:30,2022-09-22,16:47:30,115,km,3.8,Ml
84 km al S de Mina La Escondida.,-24.989 ,-68.805,2022-09-22,12:10:58,2022-09-22,15:10:58,110,km,3.9,Ml
108 km al S de Puerto Natales,-52.690 ,-72.729,2022-09-22,11:40:19,2022-09-22,14:40:19,24,km,3.0,Ml
18 km al O de Salamanca,-31.846 ,-71.138,2022-09-22,11:34:07,2022-09-22,14:34:07,72,km,3.1,Ml
21 km al N de Farellones,-33.165 ,-70.304,2022-09-22,08:10:53,2022-09-22,11:10:53,89,km,2.7,Ml
26 km al SE de Pica,-20.662 ,-69.166,2022-09-22,04:45:05,2022-09-22,07:45:05,115,km,3.1,Ml
91 km al S de Socaire,-24.399 ,-68.013,2022-09-22,01:57:06,2022-09-22,04:57:06,250,km,3.5,Ml
77 km al NE de San Pedro de Atacama,-22.438 ,-67.657,2022-09-22,01:06:49,2022-09-22,04:06:49,175,km,3.9,Ml
115 km al SE de Socaire,-24.061 ,-66.883,2022-09-22,00:33:48,2022-09-22,03:33:48,233,km,4.0,Ml
45 km al O de Punitaqui,-30.864 ,-71.727,2022-09-21,22:22:26,2022-09-22,01:22:26,31,km,2.9,Ml
25 km al S de Santiago,-33.659 ,-70.622,2022-09-21,22:17:45,2022-09-22,01:17:45,93,km,3.3,Ml
