evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
16 km al O de Tocopilla,-22.135 ,-70.348,2022-09-30,18:54:29,2022-09-30,21:54:29,19,km,2.8,Ml
25 km al SO de Sierra Gorda.,-23.067 ,-69.484,2022-09-30,17:41:13,2022-09-30,20:41:13,93,km,2.6,Ml
77 km al NE de Calama,-21.839 ,-68.618,2022-09-30,16:02:26,2022-09-30,19:02:26,135,km,4.0,Ml
48 km al E de San FabiÃ¡n,-36.477 ,-71.026,2022-09-30,15:03:05,2022-09-30,18:03:05,143,km,3.2,Ml
29 km al SO de Los Vilos,-32.120 ,-71.699,2022-09-30,14:22:06,2022-09-30,17:22:06,15,km,2.8,Ml
10 km al SE de Los Vilos,-31.999 ,-71.470,2022-09-30,13:52:37,2022-09-30,16:52:37,37,km,2.7,Ml
62 km al NE de CamiÃ±a,-18.817 ,-69.149,2022-09-30,12:32:39,2022-09-30,15:32:39,117,km,2.9,Ml
50 km al SO de Mina Collahuasi,-21.208 ,-68.922,2022-09-30,12:13:35,2022-09-30,15:13:35,116,km,3.8,Ml
46 km al NO de ChaÃ±aral.,-25.980 ,-70.839,2022-09-30,11:15:57,2022-09-30,14:15:57,43,km,3.7,Ml
29 km al NE de Iquique,-19.994 ,-70.006,2022-09-30,10:22:38,2022-09-30,13:22:38,54,km,2.7,Ml
74 km al SO de OllagÃ¼e,-21.766 ,-68.672,2022-09-30,09:30:25,2022-09-30,12:30:25,144,km,3.1,Ml
38 km al SO de Mina Collahuasi,-21.094 ,-68.885,2022-09-30,09:18:26,2022-09-30,12:18:26,115,km,3.0,Ml
40 km al O de Mina Collahuasi,-20.875 ,-69.040,2022-09-30,08:04:26,2022-09-30,11:04:26,106,km,3.1,Ml
52 km al SO de Caldera,-27.320 ,-71.268,2022-09-30,07:49:45,2022-09-30,10:49:45,34,km,3.6,Ml
70 km al N de Pica,-19.887 ,-69.128,2022-09-30,07:16:26,2022-09-30,10:16:26,101,km,3.1,Ml
24 km al SO de Los Vilos,-32.077 ,-71.672,2022-09-30,04:41:12,2022-09-30,07:41:12,36,km,4.2,Mw
230 km al O de Puerto AysÃ©n,-45.647 ,-75.633,2022-09-30,03:15:52,2022-09-30,06:15:52,22,km,4.3,Ml
20 km al SE de CuricÃ³,-35.081 ,-71.057,2022-09-30,02:35:14,2022-09-30,05:35:14,85,km,3.2,Ml
72 km al S de Colchane.,-19.893 ,-68.838,2022-09-30,02:23:05,2022-09-30,05:23:05,123,km,2.7,Ml
23 km al NE de Calama,-22.279 ,-68.835,2022-09-30,00:51:49,2022-09-30,03:51:49,106,km,2.9,Ml
51 km al O de Punitaqui,-30.707 ,-71.769,2022-09-29,23:13:17,2022-09-30,02:13:17,33,km,2.9,Ml
