evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
14 km al SE de Santiago,-33.535 ,-70.553,2022-09-25,19:19:51,2022-09-25,22:19:51,89,km,2.5,Ml
49 km al SO de Mina Collahuasi,-21.116 ,-69.019,2022-09-25,19:07:02,2022-09-25,22:07:02,110,km,2.6,Ml
41 km al SO de Mina Collahuasi,-21.129 ,-68.891,2022-09-25,17:20:25,2022-09-25,20:20:25,124,km,3.2,Ml
14 km al S de Tierra Amarilla,-27.605 ,-70.295,2022-09-25,15:52:27,2022-09-25,18:52:27,97,km,2.5,Ml
72 km al E de Taltal,-25.436 ,-69.768,2022-09-25,15:37:45,2022-09-25,18:37:45,85,km,4.0,Ml
20 km al SE de CamiÃ±a,-19.475 ,-69.355,2022-09-25,14:34:06,2022-09-25,17:34:06,105,km,3.8,Ml
68 km al NE de Socaire,-23.313 ,-67.299,2022-09-25,14:02:30,2022-09-25,17:02:30,265,km,4.1,Ml
51 km al SE de Mina Los Pelambres,-32.027 ,-70.104,2022-09-25,14:00:33,2022-09-25,17:00:33,101,km,3.8,Ml
46 km al O de Punitaqui,-30.678 ,-71.703,2022-09-25,08:51:55,2022-09-25,11:51:55,33,km,3.2,Ml
44 km al O de Punitaqui,-30.672 ,-71.684,2022-09-25,07:38:41,2022-09-25,10:38:41,32,km,3.3,Ml
22 km al NE de Calama,-22.294 ,-68.838,2022-09-25,05:28:01,2022-09-25,08:28:01,107,km,3.4,Ml
110 km al E de Mina La Escondida.,-24.635 ,-68.043,2022-09-25,04:02:45,2022-09-25,07:02:45,133,km,3.0,Ml
35 km al N de Pica,-20.186 ,-69.229,2022-09-25,03:52:26,2022-09-25,06:52:26,94,km,2.7,Ml
47 km al SO de MarÃ­a Elena,-22.738 ,-69.841,2022-09-25,03:48:09,2022-09-25,06:48:09,56,km,2.5,Ml
59 km al SE de Socaire,-24.042 ,-67.580,2022-09-25,02:40:09,2022-09-25,05:40:09,251,km,2.5,Ml
76 km al SO de OllagÃ¼e,-21.802 ,-68.638,2022-09-24,23:15:41,2022-09-25,02:15:41,104,km,2.5,Ml
